##Session
schema_name,tactile_recording_session
schema_version,1
session_id,20260713_151358_single_device_77d029
session_type,single_device
record_mode,single
device_id,device_001
device_alias,
port_name,
rows,12
cols,8
data_points,96
data_stage,processed_display
has_raw_adc,false
display_mode,adc
record_frequency,0.00
time_base,elapsed_seconds
columns_version,1
##Data
timestamp,elapsed,frame_index,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95
627778.243331,389.398000,19492,0,9,8,7,5,5,6,0,5,13,24,21,16,9,16,6,0,8,9,8,6,5,6,0,6,9,13,11,9,8,10,5,5,9,11,10,9,7,10,6,0,7,5,0,0,0,0,0,6,13,21,21,16,9,16,8,0,10,12,12,10,8,13,6,0,10,13,15,11,9,13,8,0,10,16,16,14,9,16,6,0,10,15,14,13,7,12,6,0,13,21,19,16,10,15,6
627778.260746,389.415000,19493,5,8,9,7,7,5,6,0,5,13,25,21,16,8,16,7,0,10,9,7,6,5,6,0,6,9,13,11,11,8,10,5,5,8,11,10,10,7,12,6,0,6,0,0,0,0,0,0,0,12,21,21,15,9,16,6,0,9,12,11,10,8,13,7,5,11,13,13,11,9,13,7,0,11,16,18,14,9,14,7,0,10,15,16,13,10,12,5,5,16,21,21,16,8,15,6
627778.277474,389.432000,19494,0,9,8,8,7,0,7,5,5,13,25,21,18,8,16,7,0,9,9,6,6,5,7,0,5,9,13,11,9,7,10,0,0,9,11,9,10,6,9,5,0,7,5,0,0,0,5,0,5,12,21,20,15,9,15,7,0,10,12,11,10,8,15,5,0,10,15,13,11,8,13,5,0,11,16,18,16,9,14,6,0,10,15,16,13,9,12,5,0,15,21,20,16,10,15,8
627778.294244,389.448000,19495,0,8,9,7,6,5,6,0,6,13,25,21,17,9,16,6,5,8,9,7,7,5,5,0,5,10,13,11,9,8,10,5,0,9,10,10,10,6,9,5,0,7,5,5,0,0,0,0,5,12,22,20,15,8,14,7,0,10,12,11,9,9,13,7,0,10,15,15,13,8,13,5,0,11,16,17,15,9,14,5,0,10,15,16,15,8,12,8,5,14,21,20,16,9,15,8
627778.311193,389.466000,19496,0,9,9,6,5,5,6,0,5,13,25,21,17,9,16,6,5,8,8,7,7,5,6,0,0,9,12,11,10,8,10,6,0,8,11,10,10,7,10,5,0,8,5,0,0,0,0,0,5,12,21,20,17,9,16,6,5,10,12,11,11,7,13,6,0,9,13,14,12,8,13,8,0,10,16,17,13,9,14,7,0,11,15,16,15,9,12,6,0,14,21,19,16,9,15,6
627778.344029,389.498000,19497,0,9,10,7,7,5,5,0,5,13,25,21,17,9,15,8,0,9,8,6,6,5,6,0,5,9,12,11,11,7,10,6,5,9,10,10,9,8,10,5,0,5,6,0,0,0,0,0,6,12,21,20,16,9,15,6,0,10,12,11,11,8,13,6,0,10,13,14,12,9,13,7,0,11,16,17,13,10,16,6,0,11,17,16,14,9,12,5,5,14,21,19,16,10,15,6
627778.360606,389.515000,19498,0,7,8,7,6,5,7,0,5,13,25,21,17,9,15,6,0,8,9,7,7,6,5,5,0,11,12,11,10,9,10,6,5,8,11,9,9,8,9,5,0,6,5,0,0,0,0,0,6,12,21,20,16,9,15,5,5,9,12,11,11,8,15,7,0,10,13,14,12,9,13,6,0,10,16,17,16,9,15,6,0,11,16,15,16,9,12,6,5,13,21,19,16,8,15,5
627778.377697,389.532000,19499,5,8,9,8,9,0,7,0,5,13,25,21,16,8,15,7,5,8,9,8,6,5,5,0,5,9,12,10,10,8,10,5,0,9,11,10,9,8,9,6,0,5,5,0,0,0,0,0,5,12,21,20,16,8,15,7,0,10,11,11,11,8,15,6,0,10,13,14,12,8,13,5,0,10,15,17,16,9,14,8,0,11,16,15,15,9,12,6,5,13,21,19,18,10,15,7
627778.394428,389.549000,19500,0,7,10,7,6,5,8,0,0,13,25,21,16,9,15,8,5,8,8,8,5,5,6,0,5,10,12,12,10,8,9,5,0,9,11,8,10,8,10,5,0,5,5,0,0,0,0,0,5,12,22,19,16,10,15,6,0,9,13,11,10,8,13,6,0,10,13,14,12,8,13,6,0,10,14,16,14,10,13,6,0,11,16,15,13,9,12,6,5,13,21,18,17,10,15,8
627778.410698,389.565000,19501,0,8,8,7,7,5,6,0,0,13,25,21,16,8,15,6,0,9,8,8,6,6,5,5,0,9,12,11,10,8,11,5,0,9,10,9,9,8,8,6,0,6,5,0,0,0,0,0,5,14,22,21,16,10,15,7,0,10,12,11,10,7,13,7,0,10,13,14,12,8,13,7,0,11,17,16,14,9,15,8,0,11,16,15,13,9,12,7,5,13,21,20,17,10,15,6
627778.443680,389.598000,19502,0,9,8,6,7,5,7,5,5,13,25,21,16,9,17,6,0,9,9,6,5,5,6,0,0,9,12,11,10,8,10,5,0,8,11,10,9,7,10,5,0,6,5,0,0,0,0,0,5,12,22,21,16,8,15,6,0,10,12,11,11,8,13,5,5,11,13,13,12,9,13,6,0,10,16,16,14,10,14,5,0,11,16,15,15,8,12,7,0,13,21,20,17,9,15,7
627778.460710,389.615000,19503,0,7,8,6,8,5,6,0,5,13,25,20,16,8,16,6,0,9,9,6,8,5,5,5,5,10,12,11,9,8,10,5,0,10,11,10,10,10,10,6,0,6,5,0,0,0,0,0,5,12,21,20,16,9,15,6,5,10,12,11,11,9,13,6,0,10,13,13,12,8,13,5,5,10,16,16,14,10,16,6,0,11,16,15,15,10,14,7,5,15,21,20,16,9,14,7
627778.460951,389.615000,19504,0,9,9,7,7,6,7,0,5,13,25,20,16,9,16,7,5,9,9,6,5,5,7,0,5,10,12,10,9,8,10,5,5,8,10,10,10,8,9,5,0,6,6,0,0,0,0,0,5,12,21,20,16,9,15,7,0,10,12,11,11,8,13,5,0,10,13,13,12,8,13,6,0,10,16,16,14,9,14,8,0,11,15,15,15,9,14,5,0,13,20,19,16,9,14,6
627778.493787,389.648000,19505,0,9,8,8,6,5,6,0,0,13,25,20,16,9,16,6,5,9,8,8,6,5,6,0,5,10,12,11,10,8,9,5,5,8,11,11,10,8,10,7,0,7,5,0,0,0,0,0,6,12,21,20,16,9,14,6,0,10,11,11,10,8,13,5,5,9,13,13,12,8,13,7,0,10,15,16,16,9,13,5,5,11,15,15,13,8,12,6,0,13,20,19,16,10,14,6
627778.510520,389.665000,19506,0,7,9,7,7,5,6,0,0,12,25,20,16,8,16,5,0,8,9,6,5,0,6,0,0,9,12,11,8,9,10,5,0,8,11,10,9,8,10,5,0,7,6,0,0,0,0,0,5,12,21,20,16,9,14,6,5,9,13,11,10,8,13,6,5,10,13,16,12,9,13,6,5,10,15,16,14,9,13,5,0,10,15,15,13,8,12,8,0,13,20,18,16,10,16,6
627778.543285,389.698000,19507,0,9,8,8,6,0,7,0,5,12,25,20,16,9,16,5,0,8,9,6,7,6,7,0,5,9,12,10,10,6,10,5,0,9,11,10,9,6,9,7,0,6,5,0,0,0,0,0,5,12,21,19,16,9,14,5,0,10,12,11,10,8,13,5,0,10,13,15,12,9,13,6,0,11,15,16,13,9,16,6,0,11,15,17,13,9,12,8,0,13,20,21,16,10,14,8
627778.560471,389.715000,19508,0,8,8,7,6,5,6,0,5,12,25,20,16,10,16,6,0,9,9,8,6,0,6,0,5,10,12,11,9,7,9,0,0,8,10,9,8,7,9,5,0,0,5,0,0,0,0,0,5,12,21,19,16,9,14,6,0,9,12,11,11,9,13,6,5,10,13,15,12,9,13,6,0,11,15,16,13,10,14,6,0,11,15,14,15,8,12,6,0,13,22,20,16,10,14,5
627778.577593,389.732000,19509,0,8,9,8,6,5,5,0,5,14,25,20,16,8,16,6,5,7,9,8,6,5,5,0,0,10,11,11,9,7,9,5,0,8,11,9,9,6,10,5,0,5,5,0,0,0,0,0,5,12,21,19,16,10,14,8,0,10,12,11,11,8,13,6,5,11,13,14,12,8,13,6,5,10,17,16,13,8,14,5,0,11,15,16,14,9,12,6,0,15,20,19,16,9,16,7
627778.594269,389.749000,19510,0,8,9,6,6,0,6,0,5,12,24,22,16,9,16,5,0,8,7,7,5,0,5,0,5,8,11,11,9,6,10,0,0,9,10,9,8,7,10,6,0,6,5,0,0,0,0,0,5,11,21,19,16,7,14,7,5,9,12,11,11,8,13,5,5,9,13,13,12,9,13,5,0,11,15,16,15,9,14,7,0,10,15,16,13,8,12,6,0,14,20,19,16,9,16,5
627778.611209,389.765000,19511,0,9,8,8,6,5,6,0,0,12,25,22,16,9,16,7,0,9,9,6,5,5,5,0,5,10,11,10,9,8,9,5,0,8,11,10,9,7,9,5,0,5,5,0,0,0,0,0,0,11,21,19,16,9,14,5,0,10,12,11,11,8,13,6,0,10,15,13,12,8,13,6,0,10,17,16,13,9,14,5,0,11,15,16,13,8,12,6,0,14,20,18,16,10,15,5
627778.643583,389.798000,19512,0,8,9,8,6,5,6,0,0,12,25,21,16,8,16,6,0,8,8,6,5,0,5,0,5,8,11,11,10,7,10,0,0,9,10,10,9,8,9,6,0,6,6,0,0,0,0,0,5,13,21,19,16,8,14,6,0,9,11,11,11,8,12,6,0,10,13,13,12,9,13,6,0,10,16,16,15,9,14,6,0,11,15,15,15,9,12,5,5,13,22,18,16,9,15,5
627778.660392,389.815000,19513,0,8,8,8,6,5,7,0,5,12,25,21,16,8,16,5,0,7,9,7,6,0,6,0,5,10,11,11,9,7,10,5,5,10,11,10,10,8,9,5,0,6,5,0,0,0,0,0,5,12,22,21,16,9,14,7,5,10,13,11,11,9,14,6,5,11,13,16,12,8,13,6,0,11,16,18,15,9,14,6,0,11,15,15,15,8,12,6,0,13,21,18,16,9,15,6
627778.677551,389.832000,19514,0,8,9,6,8,6,7,5,5,12,25,21,18,8,16,7,0,9,9,8,6,5,6,5,0,10,11,11,9,8,10,5,0,10,11,10,10,8,10,6,5,5,6,0,0,0,0,0,0,12,22,20,16,9,14,7,0,9,13,11,11,8,13,5,0,10,16,15,12,8,13,5,0,11,16,16,15,8,14,6,0,11,15,15,15,8,14,5,0,13,20,20,18,10,15,6
627778.694409,389.849000,19515,0,8,9,6,6,5,7,0,5,12,25,21,17,8,16,6,0,8,6,8,5,5,6,0,5,10,11,10,10,7,9,6,5,9,10,10,9,8,10,5,0,5,5,0,0,0,0,0,5,12,22,20,16,9,14,6,0,10,13,11,10,8,13,5,5,10,13,13,12,9,13,5,0,10,15,16,14,9,14,6,0,11,15,15,15,9,13,5,0,13,20,20,17,8,15,7
627778.710821,389.865000,19516,0,8,8,6,5,5,5,0,0,12,25,21,17,8,16,5,5,7,8,8,6,0,5,0,5,9,11,11,10,8,9,5,0,9,11,9,10,8,9,5,0,6,5,0,0,0,0,0,6,12,22,20,16,9,13,6,0,9,12,11,10,8,13,7,0,9,13,13,12,8,13,5,0,10,15,16,14,9,14,7,0,10,15,15,13,9,12,6,0,13,20,19,17,10,13,5
627778.744093,389.898000,19517,0,8,7,7,6,5,6,0,5,14,25,21,17,8,16,7,0,9,10,7,7,0,7,5,5,9,11,11,9,8,9,5,0,8,10,10,9,7,10,6,0,5,5,0,0,0,0,0,5,14,22,20,16,8,15,6,0,9,14,11,11,8,13,5,5,10,13,15,12,8,13,6,0,10,15,16,16,9,13,6,0,11,15,15,13,8,12,6,0,13,20,19,16,10,16,6
627778.761066,389.915000,19518,0,8,9,6,5,0,6,0,5,13,25,21,17,8,16,6,0,7,8,7,6,5,6,5,6,9,11,11,9,8,10,0,0,9,10,10,8,8,10,6,0,6,5,0,0,0,0,0,5,12,21,20,16,9,14,5,0,9,13,11,11,9,13,6,0,9,13,13,12,9,13,6,5,10,17,16,14,8,13,6,0,11,15,15,13,8,12,6,0,13,20,19,16,9,15,5
627778.777697,389.932000,19519,0,8,9,8,6,0,5,0,5,13,24,21,17,9,16,6,0,9,8,7,5,0,5,0,5,9,11,9,9,8,10,5,0,8,11,10,10,8,10,6,0,6,5,5,0,0,0,0,5,12,21,20,16,10,14,8,5,10,13,11,11,7,13,8,5,10,13,13,12,8,12,6,0,10,17,16,14,9,13,6,0,11,15,15,13,8,14,5,0,13,20,21,16,9,15,6
627778.794078,389.948000,19520,5,9,9,8,7,5,8,0,5,13,25,21,16,9,16,6,0,8,9,5,5,0,6,0,0,10,11,11,8,7,10,0,0,9,11,10,9,8,9,6,0,5,5,0,0,0,0,0,0,12,21,20,14,9,14,5,0,9,13,11,10,9,13,8,0,10,13,13,11,8,12,6,0,12,14,16,14,9,13,6,0,11,15,15,13,9,13,7,0,13,20,20,16,10,15,6
627778.811592,389.966000,19521,0,8,8,6,7,0,6,0,0,13,25,21,16,8,15,7,0,9,8,6,5,0,6,0,0,9,11,11,8,7,9,6,0,8,11,9,9,7,10,5,0,5,0,0,0,0,0,0,5,12,21,20,17,8,13,6,0,9,12,11,10,7,13,5,0,9,13,13,11,9,12,5,0,10,16,16,16,9,13,5,0,10,15,15,13,8,13,7,0,13,20,20,16,8,15,6
627778.844156,389.998000,19522,0,8,8,5,6,5,5,0,5,13,25,21,16,8,17,5,0,7,8,6,5,5,5,0,6,10,11,11,9,8,9,5,0,9,10,10,9,8,10,7,0,8,0,0,0,0,0,0,6,12,24,20,16,8,13,6,5,10,12,11,11,9,13,5,0,10,13,13,11,8,12,6,0,11,16,16,14,9,13,5,0,11,15,15,13,9,13,7,0,13,20,20,16,9,15,5
627778.861083,390.015000,19523,5,9,9,7,7,6,5,0,5,13,25,21,16,8,16,6,0,8,9,8,6,5,6,0,5,10,11,11,9,8,9,5,0,9,11,11,10,8,11,6,0,5,5,0,0,0,0,0,5,14,21,22,16,9,16,8,0,9,12,11,10,7,13,5,0,10,13,13,13,9,12,6,0,10,16,16,16,9,13,6,0,11,15,15,13,9,13,5,0,15,20,18,16,10,15,5
627778.877489,390.032000,19524,0,8,9,8,6,5,6,0,5,13,25,21,16,9,16,7,0,9,10,8,6,5,6,0,0,10,13,11,10,7,10,5,0,9,11,11,10,8,9,5,0,6,6,0,0,0,0,0,6,13,21,20,16,8,15,8,0,10,11,11,10,8,12,7,0,9,13,13,12,8,14,6,0,11,16,18,16,9,16,8,0,11,15,15,13,8,13,7,0,14,20,20,16,9,13,5
627778.894017,390.048000,19525,0,9,9,8,5,5,7,0,7,13,25,20,16,8,16,6,0,8,9,6,7,0,7,0,0,9,11,11,10,8,9,5,0,8,11,11,10,8,11,5,5,7,5,0,0,0,0,0,6,13,22,20,16,8,15,6,0,9,11,11,10,7,12,5,0,10,13,13,12,8,12,6,0,10,16,16,14,10,14,5,0,11,15,15,16,8,12,6,0,14,20,20,16,9,16,6
627778.911351,390.066000,19526,0,8,8,7,8,0,6,0,5,13,25,20,16,9,16,7,0,8,9,6,6,5,6,0,6,10,11,10,11,8,9,0,0,9,11,11,9,8,10,5,0,6,6,0,0,0,0,0,0,13,21,20,16,9,15,7,0,10,11,11,10,8,12,5,5,9,15,13,12,10,14,5,0,10,16,16,14,9,14,6,0,11,15,15,15,9,12,8,5,14,19,20,16,9,16,6
627778.944012,390.098000,19527,0,8,8,8,6,5,5,0,5,13,25,20,16,9,18,6,0,9,10,8,6,5,6,0,5,9,11,11,10,8,9,5,0,9,11,10,11,8,9,6,0,6,6,0,0,0,0,0,6,13,21,20,16,10,15,8,0,10,11,11,9,8,14,6,5,10,15,16,12,9,13,6,0,10,16,18,14,9,16,7,0,13,15,15,15,10,12,6,5,14,21,19,16,10,14,6
627778.960592,390.115000,19528,0,7,8,6,7,6,5,0,5,13,25,20,16,8,16,7,0,9,9,6,8,5,7,0,5,9,11,11,10,8,10,5,0,8,11,11,9,8,9,6,0,6,5,0,0,0,0,0,5,13,21,20,15,10,15,6,5,9,11,10,10,7,13,6,0,10,13,14,12,8,13,6,0,11,16,18,14,9,14,7,0,12,17,15,15,8,12,5,5,14,20,19,16,9,16,5
627778.976702,390.131000,19529,0,8,9,8,6,5,7,0,5,13,25,22,16,8,16,7,0,9,9,7,6,5,5,5,5,9,11,10,10,8,10,0,0,9,11,10,9,8,9,5,0,6,5,5,0,0,0,0,6,13,21,20,15,9,15,6,0,10,11,11,10,8,13,6,5,10,13,14,11,9,13,6,0,10,16,16,14,9,16,6,0,11,17,15,15,10,12,8,5,14,20,21,16,10,14,6
627778.994349,390.149000,19530,0,8,9,8,6,5,6,0,5,13,25,21,16,9,16,6,5,10,8,7,6,0,6,0,5,10,11,12,10,8,9,5,5,9,10,10,9,8,9,7,0,5,5,0,0,5,0,0,0,13,21,20,15,9,15,8,0,9,11,11,10,8,13,5,0,10,13,13,11,8,13,6,0,10,15,16,14,9,16,6,0,11,16,15,14,8,14,6,0,13,20,18,16,8,14,7
627779.010792,390.165000,19531,0,9,8,6,6,0,6,0,5,13,24,21,16,9,16,8,0,8,9,6,7,5,6,0,5,9,11,11,9,7,10,5,0,10,11,10,10,8,10,6,5,6,6,0,0,0,0,0,5,11,21,20,15,8,13,6,0,10,11,11,10,8,12,6,0,10,13,13,11,9,13,8,0,10,15,16,14,9,14,6,0,11,16,15,14,9,14,5,5,13,20,18,16,10,16,5
627779.045746,390.200000,19532,0,8,8,6,6,0,6,0,5,13,24,21,16,9,16,5,0,8,9,6,7,5,5,0,5,8,11,10,12,7,9,5,0,7,11,9,10,8,10,6,0,6,5,0,0,0,0,0,5,11,21,20,15,9,16,6,0,11,11,11,10,8,12,6,0,9,15,13,13,9,13,6,0,11,15,16,14,8,14,6,0,11,15,15,14,8,13,6,0,13,20,21,16,10,14,6
627779.062294,390.217000,19533,0,7,8,6,7,5,6,0,5,13,24,21,16,9,16,5,0,8,9,6,5,5,7,0,5,9,11,11,10,7,10,5,0,8,11,11,10,8,9,6,0,5,5,5,0,0,0,0,0,13,21,20,15,9,15,5,0,9,13,11,9,8,12,6,0,10,13,13,11,8,13,6,5,10,15,16,16,9,14,6,0,10,15,14,16,8,13,7,0,13,20,19,16,9,16,6
627779.078960,390.233000,19534,0,7,8,8,6,0,6,0,6,13,24,21,16,8,16,7,0,8,9,8,6,0,7,0,5,9,11,11,9,8,10,5,0,8,11,10,8,6,10,6,0,5,5,0,0,0,0,0,0,13,22,20,15,8,15,6,0,9,11,10,9,8,12,8,0,9,13,16,11,8,13,6,0,10,17,16,14,8,14,5,0,11,15,16,16,9,13,6,0,13,20,19,16,10,16,6
627779.094302,390.248000,19535,0,9,8,6,6,5,7,5,5,13,24,20,16,9,16,5,0,8,9,5,6,0,5,0,0,9,11,11,9,8,10,0,0,8,11,11,9,7,9,5,0,6,5,0,0,0,0,0,5,12,22,20,17,9,14,7,5,9,13,11,11,7,12,6,0,11,13,15,13,8,13,7,0,10,16,16,16,9,14,5,0,11,17,16,15,10,13,6,0,13,20,19,16,10,15,7
627779.110866,390.265000,19536,0,9,8,8,8,5,5,0,5,13,25,20,16,9,16,6,0,8,9,7,6,0,6,0,5,9,11,11,11,9,10,5,0,8,11,10,9,8,10,6,0,6,5,0,0,0,0,0,5,12,22,20,16,9,14,6,0,9,12,11,10,8,12,6,0,8,13,13,13,8,13,6,0,10,15,16,15,8,16,5,0,11,16,16,14,9,13,8,5,15,20,19,18,9,15,6
627779.144112,390.298000,19537,0,8,9,8,6,5,8,0,5,13,25,22,16,8,16,6,0,8,8,8,6,0,7,0,5,10,11,10,9,8,10,5,0,9,11,10,9,6,9,6,5,6,5,0,0,0,0,0,5,12,22,20,16,9,16,6,0,9,11,11,10,8,12,6,0,10,13,13,12,9,13,6,0,10,15,16,15,8,15,6,5,11,16,16,14,9,13,7,5,15,20,19,16,9,15,6
627779.160744,390.315000,19538,0,8,9,6,6,0,6,0,5,13,25,22,16,8,16,6,5,9,9,8,6,5,6,0,0,10,13,11,9,6,10,6,5,9,11,10,9,8,10,6,0,5,5,0,0,0,0,0,5,12,22,20,16,8,16,6,0,10,13,11,11,8,12,5,0,10,13,13,12,9,13,5,0,10,15,16,14,9,14,6,0,11,16,16,14,8,13,6,0,13,20,19,16,9,15,5
627779.177606,390.332000,19539,0,9,10,8,5,5,5,0,5,13,25,22,18,8,16,8,5,9,8,7,6,5,6,0,6,10,13,10,11,7,9,0,5,9,11,10,9,8,10,5,5,8,5,0,0,0,0,0,5,12,22,20,16,9,15,6,0,10,11,11,11,9,12,6,0,10,13,13,12,8,13,6,5,11,15,16,16,9,14,6,0,11,16,14,14,8,13,7,0,13,20,19,19,11,14,6
627779.193946,390.348000,19540,5,8,9,7,7,5,6,0,5,13,25,21,17,8,16,7,0,8,9,7,5,5,5,0,5,10,11,11,10,7,8,5,0,9,11,10,10,8,9,5,0,6,5,0,0,0,0,0,5,12,22,20,16,10,15,7,0,9,11,11,10,8,12,5,0,11,13,13,12,8,13,6,0,9,15,16,16,9,14,6,0,9,16,16,14,8,13,6,5,13,20,19,17,10,14,6
627779.210806,390.365000,19541,0,8,9,7,6,0,6,0,5,13,25,21,17,9,16,6,0,9,9,8,7,5,6,0,0,9,11,10,10,9,10,5,0,10,11,11,10,7,10,6,0,7,5,0,0,0,0,0,5,14,22,20,16,9,15,6,5,10,11,11,11,8,12,6,5,9,13,13,12,9,13,6,5,10,15,16,14,8,16,6,0,11,16,15,14,8,13,6,5,13,20,19,16,10,14,6
627779.247928,390.402000,19542,0,8,8,7,8,5,6,5,5,13,25,21,17,9,16,5,0,10,9,8,8,0,8,0,5,9,11,11,9,8,9,6,0,9,11,10,8,8,10,6,0,6,5,0,0,0,0,0,6,13,22,20,16,8,15,7,5,9,13,11,9,9,12,6,0,10,13,13,12,8,12,6,0,10,17,18,14,9,15,6,0,13,16,15,14,9,13,6,0,13,22,21,16,10,16,6
627779.260581,390.415000,19543,5,8,8,7,8,5,8,5,0,13,25,21,17,8,16,6,0,8,10,8,5,5,8,0,6,9,11,10,9,8,10,5,0,9,11,10,9,8,9,5,0,6,5,0,0,0,0,0,5,13,22,20,16,9,13,8,0,10,12,11,10,8,12,6,0,10,13,13,11,9,12,6,0,10,17,17,14,8,15,6,0,11,16,17,14,9,13,5,5,15,21,20,16,10,15,6
627779.277843,390.432000,19544,5,9,8,5,7,0,6,0,0,13,25,21,17,9,16,6,0,8,9,8,0,5,6,0,5,9,10,9,9,8,9,0,5,9,11,9,9,9,9,5,0,6,5,0,0,0,0,0,5,11,21,20,16,9,16,6,0,10,12,10,10,8,12,5,0,10,13,13,11,9,12,5,5,9,16,16,14,9,13,6,0,11,16,16,14,8,13,6,5,14,21,20,16,10,15,5
627779.293909,390.448000,19545,5,8,8,6,6,0,7,0,5,12,25,21,17,9,16,6,5,9,9,7,7,5,6,0,0,10,11,10,10,7,10,0,5,10,11,10,9,8,11,5,0,6,5,0,0,5,0,0,0,13,21,20,16,9,14,6,5,11,12,11,10,7,12,7,5,10,13,13,13,8,14,6,0,11,16,16,16,8,16,6,0,11,16,16,13,8,13,7,0,13,20,20,16,9,15,6
627779.311095,390.465000,19546,0,8,8,7,6,0,6,0,5,12,25,20,17,10,16,6,0,9,8,8,7,5,6,5,5,9,11,10,9,7,10,6,0,10,11,10,9,8,9,5,0,5,5,0,0,0,0,0,6,12,21,20,16,9,14,6,0,9,11,10,9,8,12,6,0,10,13,13,13,8,13,6,0,11,16,16,14,9,13,5,0,11,16,16,13,9,12,5,0,13,20,20,16,9,15,5
627779.343438,390.498000,19547,0,9,8,8,6,0,5,0,5,14,25,22,17,8,16,6,0,8,8,7,6,5,6,0,5,9,11,11,9,8,9,5,0,9,11,9,10,8,10,6,0,6,6,0,0,0,0,0,5,12,21,20,16,9,16,6,0,10,11,11,10,7,12,5,5,10,13,13,12,8,12,7,0,11,16,16,14,9,13,6,0,11,16,15,13,8,12,5,0,13,20,19,16,8,15,5
627779.360457,390.515000,19548,0,8,8,6,6,0,5,0,5,13,25,21,17,8,16,6,0,8,8,7,6,5,6,0,0,9,11,10,8,8,10,6,5,9,11,11,9,6,10,5,0,5,5,0,0,0,0,0,5,12,21,19,15,9,16,7,0,9,11,11,10,7,12,5,0,10,13,13,12,8,14,6,0,10,15,16,14,8,15,6,0,11,16,15,13,8,12,5,0,15,20,19,16,9,15,5
627779.377438,390.532000,19549,0,9,8,8,6,5,5,0,5,13,25,21,16,8,16,7,0,8,9,5,5,0,6,5,5,9,11,10,10,7,9,5,5,9,11,10,9,7,10,5,0,6,0,0,0,0,0,0,6,12,22,19,15,9,15,7,0,10,11,11,9,7,12,5,0,9,13,13,12,8,13,6,0,11,15,18,16,8,15,6,0,11,16,14,13,9,14,6,0,15,22,21,16,10,15,6
627779.394270,390.549000,19550,0,9,9,6,6,5,5,5,0,13,25,21,16,9,16,6,0,8,8,8,6,5,6,0,5,10,11,9,9,8,9,5,5,10,11,10,9,8,9,5,5,7,5,0,5,0,0,0,0,12,21,19,15,10,15,7,0,10,11,13,11,7,12,6,5,10,13,15,12,8,13,6,5,11,15,18,15,9,15,6,0,11,16,16,13,9,12,8,5,14,19,20,16,9,15,6
627779.410434,390.565000,19551,0,8,9,8,7,5,6,0,5,13,25,21,16,8,16,6,0,9,10,7,6,0,6,0,5,10,11,10,10,7,8,5,0,9,11,10,9,8,9,5,0,6,5,0,0,5,0,0,5,12,22,21,17,9,15,7,0,10,11,11,11,7,12,6,5,10,13,14,12,9,12,5,0,10,15,18,14,9,15,6,0,11,14,16,15,9,12,5,5,14,21,20,16,10,15,6
627779.443413,390.598000,19552,0,9,9,6,6,5,8,0,5,16,25,21,16,10,16,6,0,8,9,7,7,0,5,0,6,10,11,11,10,8,10,0,5,9,11,10,10,8,10,5,0,6,5,0,0,0,0,0,5,12,22,21,16,8,15,7,0,9,11,11,10,8,12,5,5,10,13,14,11,9,12,5,5,10,15,17,14,8,14,6,0,11,16,16,14,9,12,7,0,14,21,19,18,10,14,5
627779.460579,390.615000,19553,5,9,8,8,6,0,5,0,5,13,25,21,16,9,16,6,0,8,8,7,8,6,6,0,5,10,11,11,10,8,10,5,0,9,10,10,9,8,11,5,0,7,6,0,0,0,0,0,5,12,22,21,16,10,15,6,5,10,11,10,11,6,14,6,5,10,13,14,13,8,12,6,0,10,17,17,14,10,14,5,0,11,16,14,14,8,12,5,5,14,21,19,17,8,14,6
627779.461176,390.616000,19554,5,8,8,7,5,5,6,0,5,13,25,21,16,8,16,8,0,8,9,8,6,0,6,5,5,9,11,10,10,9,11,5,5,9,12,11,9,8,9,5,0,6,0,0,0,0,0,0,0,11,22,20,16,10,15,6,0,9,11,10,10,8,13,6,5,9,13,13,12,9,12,5,0,10,17,16,13,9,14,6,0,11,16,14,13,8,12,6,5,13,21,19,16,10,14,6
627779.493800,390.648000,19555,0,8,8,7,6,5,5,0,0,12,25,21,16,8,16,7,0,8,9,8,5,6,6,0,5,10,11,11,10,8,11,5,0,9,10,10,9,8,10,6,5,5,5,0,0,0,0,0,5,11,21,20,16,9,15,5,0,9,11,11,9,8,13,6,0,10,13,13,12,8,12,6,0,10,16,16,13,9,14,6,0,11,15,14,16,8,12,5,0,13,20,19,16,9,13,5
627779.511024,390.665000,19556,0,9,8,8,7,5,6,5,5,14,25,21,16,9,16,6,5,8,8,7,6,5,6,0,0,9,11,11,9,8,10,0,0,9,12,10,10,8,10,5,5,6,5,5,0,0,0,0,5,13,21,20,16,9,14,8,0,11,11,11,10,8,13,6,5,11,13,13,12,9,12,5,0,10,16,16,13,9,14,6,0,11,17,14,14,9,12,6,5,13,20,19,16,10,13,6
