##Session
schema_name,tactile_recording_session
schema_version,1
session_id,20260713_161027_single_device_1b77d5
session_type,single_device
record_mode,single
device_id,device_001
device_alias,
port_name,
rows,12
cols,8
data_points,96
data_stage,processed_display
has_raw_adc,false
display_mode,adc
record_frequency,0.00
time_base,elapsed_seconds
columns_version,1
##Data
timestamp,elapsed,frame_index,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95
630778.571483,0.000000,0,0,11,11,10,18,25,11,5,0,7,7,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,10,12,12,8,0,5,13,13,12,20,23,11,5,0,16,13,10,17,17,10,5,0,13,13,11,17,18,10,5,0,15,12,13,23,21,11,5,0,15,12,11,16,18,10,6,0,16,16,13,22,20,11,5
630778.571533,0.000000,1,0,11,11,10,18,26,10,6,0,8,5,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,10,12,12,9,5,0,13,13,11,20,23,11,6,5,16,16,12,17,17,10,5,0,13,12,13,20,18,9,5,0,13,12,11,23,21,13,6,0,13,12,11,16,18,9,6,0,16,13,12,20,20,11,6
630778.571546,0.000000,2,0,13,11,11,18,26,9,5,5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,9,12,12,8,5,0,13,13,11,20,23,11,5,0,16,13,12,17,17,9,5,5,13,12,12,18,18,9,6,0,13,12,13,23,21,11,6,0,13,12,11,16,18,9,6,5,16,16,12,20,20,11,6
630778.594169,0.013000,3,5,13,13,10,18,26,9,5,0,7,6,5,5,5,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,10,12,12,9,5,5,13,13,11,20,23,11,5,5,16,13,11,17,17,10,5,0,13,12,11,20,17,10,5,5,13,12,12,23,21,11,6,0,13,14,11,18,18,10,5,5,16,16,14,19,20,11,6
630778.614682,0.034000,4,0,12,12,10,20,26,10,0,0,9,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,9,12,14,7,5,5,15,13,10,20,23,11,5,0,16,12,10,17,17,9,5,0,13,12,13,19,17,10,5,0,13,12,11,23,21,10,5,0,13,12,10,16,17,9,5,0,16,13,13,18,20,11,5
630778.631370,0.050000,5,5,11,12,9,19,26,10,5,0,7,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,10,12,13,9,5,5,13,13,10,20,23,11,0,0,18,12,10,17,17,10,5,0,13,11,12,18,17,10,0,0,13,12,11,23,21,11,5,0,13,12,10,16,16,10,0,0,16,13,13,18,20,11,5
630778.631639,0.051000,6,0,11,11,10,18,26,10,5,0,8,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,10,12,13,9,5,5,13,13,11,20,23,11,5,0,16,12,10,17,17,10,5,0,13,11,12,18,17,11,5,0,13,14,11,24,21,11,5,5,13,12,11,16,16,11,5,5,16,16,13,18,20,11,5
630778.657982,0.077000,7,0,11,11,11,18,26,10,5,0,8,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,8,12,13,9,5,5,13,13,11,20,23,11,6,0,16,12,11,17,17,10,6,0,12,11,12,18,17,10,0,5,13,14,13,24,21,11,6,0,13,12,10,16,16,10,5,0,16,15,13,21,20,11,6
630778.695210,0.114000,8,5,11,11,10,20,26,11,6,0,8,7,0,0,0,0,0,5,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,11,10,10,12,13,8,5,0,13,13,11,20,23,11,5,0,16,12,11,17,17,11,5,5,12,11,12,18,17,10,5,5,13,13,13,24,24,10,5,0,13,12,11,16,16,9,6,0,16,14,13,21,20,11,5
630778.724515,0.143000,9,0,13,11,11,19,26,11,5,5,8,6,0,5,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,9,12,13,8,6,0,13,13,11,20,23,11,6,0,16,12,11,17,17,10,6,0,11,13,12,18,17,10,5,0,13,13,12,24,21,13,7,0,13,12,11,16,18,10,5,0,16,14,12,20,20,11,5
630778.741799,0.161000,10,5,13,11,9,18,26,11,6,0,8,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,11,11,10,12,13,9,6,0,13,13,11,20,23,11,6,0,16,14,10,17,16,12,0,0,13,12,12,18,17,9,5,0,13,13,12,24,22,11,5,0,13,12,11,16,18,10,5,5,16,14,12,20,20,11,5
630778.741820,0.161000,11,0,11,11,11,18,26,11,0,5,7,7,5,0,5,0,0,0,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,10,12,13,9,5,6,13,13,11,20,24,11,5,0,16,14,10,17,16,9,5,0,13,11,11,18,17,11,5,0,13,13,12,24,22,11,5,0,13,12,11,16,17,10,5,0,16,14,12,19,20,11,6
630778.774684,0.194000,12,0,11,13,10,18,26,11,0,5,8,6,5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,11,11,9,12,13,9,6,5,13,13,11,20,24,13,5,0,16,13,10,17,18,10,5,5,13,13,11,18,17,10,5,0,13,13,12,24,21,11,5,0,15,12,11,16,17,11,6,0,16,14,12,19,19,11,5
630778.791276,0.210000,13,5,11,12,11,18,26,11,5,0,9,7,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,5,0,0,0,5,10,11,9,12,13,8,5,0,13,13,10,20,23,12,5,0,18,13,11,17,18,12,5,0,13,13,11,18,17,10,5,0,15,13,12,24,21,11,5,0,13,12,10,16,17,10,6,5,15,14,12,21,19,11,7
630778.809772,0.229000,14,0,11,10,11,18,26,11,5,0,9,6,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,9,12,13,9,5,0,13,13,12,20,23,12,0,0,16,13,11,17,16,10,5,0,13,12,11,17,17,10,5,0,13,13,12,24,21,11,0,0,12,12,11,16,17,10,5,0,15,14,12,20,19,11,5
630778.824533,0.243000,15,5,11,12,11,18,26,11,5,0,8,8,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,9,12,12,10,5,0,13,13,10,19,23,11,6,0,16,13,10,16,18,10,5,0,12,12,13,17,17,10,5,0,13,13,12,24,21,11,5,0,12,12,11,18,16,10,5,0,15,14,12,20,19,11,6
630778.841527,0.260000,16,0,11,12,10,18,26,10,0,0,8,6,0,5,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,11,11,9,12,12,10,5,0,13,13,11,19,23,11,6,0,16,13,10,16,17,9,5,5,12,12,12,19,17,10,6,0,13,13,12,24,21,11,5,0,12,12,10,16,16,10,6,0,15,14,12,19,19,11,6
630778.873303,0.292000,17,0,11,11,10,18,26,10,6,0,8,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,11,10,9,11,12,9,5,0,15,13,11,19,21,11,5,0,16,13,11,16,17,10,5,0,12,12,11,19,17,10,6,0,13,13,12,23,21,11,5,0,14,12,11,16,16,11,5,5,15,13,12,19,19,10,5
630778.890763,0.310000,18,0,11,11,11,18,26,10,5,0,7,7,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,9,13,12,9,5,0,14,12,11,19,22,13,6,0,18,13,11,18,17,10,5,0,12,12,11,18,17,11,6,0,13,13,12,23,21,11,6,5,13,12,10,16,16,10,6,0,17,13,11,19,19,12,6
630778.907503,0.326000,19,5,11,11,11,18,26,11,6,0,8,7,0,0,0,0,0,0,5,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,8,12,12,9,5,0,14,12,11,19,22,12,5,0,18,13,11,18,17,11,0,0,14,12,11,18,17,11,6,0,13,13,11,26,21,13,5,0,13,14,11,16,15,10,6,0,17,13,11,19,19,12,6
630778.924272,0.343000,20,0,11,11,10,18,26,11,5,0,8,6,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,11,10,9,12,12,8,5,0,13,14,10,19,22,11,6,0,17,11,10,17,17,10,0,0,13,11,11,18,17,10,6,0,13,13,11,24,21,11,5,0,13,12,11,16,15,10,0,0,15,13,13,19,19,9,6
630778.940538,0.359000,21,5,13,11,10,18,26,11,5,0,8,6,0,5,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,11,11,9,12,11,9,5,5,13,13,11,19,22,13,5,0,17,14,11,17,16,10,5,5,13,11,11,17,16,9,6,0,13,13,11,24,21,11,6,0,13,12,11,16,17,11,5,0,15,16,12,19,19,11,5
630778.973223,0.392000,22,0,13,11,10,18,26,10,5,0,7,7,5,5,0,0,0,0,5,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,9,12,13,9,5,0,13,13,11,19,22,13,6,0,19,12,11,16,16,10,5,0,13,11,13,17,16,9,5,0,13,13,11,24,21,11,5,0,13,12,11,18,17,11,5,0,17,14,12,19,19,11,6
630778.990301,0.409000,23,5,13,11,12,18,26,11,5,0,8,7,5,0,0,0,0,0,5,0,5,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,11,10,11,12,13,9,0,5,13,13,11,21,22,12,6,0,18,12,11,18,16,10,5,0,13,11,13,17,18,10,5,5,13,12,11,24,21,11,6,0,13,12,11,17,17,10,5,0,16,14,11,19,19,10,5
630779.007197,0.426000,24,0,13,11,10,18,26,11,6,0,8,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,11,11,10,12,12,8,6,5,13,13,11,21,22,12,6,0,17,12,11,17,16,10,6,5,13,11,11,17,18,11,5,0,15,12,13,23,21,11,5,0,13,12,11,17,17,11,5,0,16,13,13,21,19,11,5
630779.024032,0.443000,25,0,12,11,11,18,26,11,6,0,8,7,0,5,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,11,10,12,12,9,6,0,13,13,10,20,22,12,5,0,17,12,11,17,16,10,5,5,13,11,13,17,17,9,5,0,14,12,12,24,21,11,5,0,13,12,11,17,17,11,6,0,16,13,13,20,19,11,6
630779.040781,0.460000,26,5,12,11,10,20,25,11,5,0,7,5,5,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,9,12,12,8,5,0,13,13,11,20,22,12,5,0,17,12,10,17,18,10,0,0,13,10,11,20,17,10,5,0,14,12,12,24,21,13,5,0,13,12,11,17,17,11,5,0,16,15,11,20,19,11,5
630779.073478,0.492000,27,0,12,11,11,19,25,11,6,5,8,5,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,11,8,12,12,9,0,0,13,12,11,19,22,12,5,0,16,12,12,17,17,10,5,0,11,11,11,19,17,9,6,0,13,12,12,24,21,11,6,0,13,11,11,17,17,10,0,0,16,13,11,20,19,11,6
630779.090609,0.509000,28,0,12,11,9,18,25,11,5,0,8,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,9,11,12,8,0,0,13,12,11,19,22,11,6,0,16,11,10,17,17,9,5,0,11,11,11,19,17,9,0,0,13,12,12,23,21,11,6,0,13,13,10,17,17,10,6,0,14,15,11,20,19,10,6
630779.106843,0.526000,29,0,12,11,12,18,25,11,5,0,8,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,10,10,9,13,12,9,5,0,13,12,10,19,22,13,0,5,16,11,12,17,16,10,5,0,13,11,11,18,17,9,5,0,13,12,11,24,21,11,5,0,13,12,11,17,17,11,5,5,16,15,11,20,19,12,5
630779.123402,0.542000,30,0,11,11,12,18,25,11,5,0,8,6,0,0,0,0,0,5,5,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,10,13,12,9,5,0,13,12,11,19,23,12,5,0,16,13,12,17,16,9,6,0,12,13,11,18,17,10,5,0,13,12,13,24,21,11,5,0,13,12,11,17,17,11,6,0,16,14,11,20,19,11,6
630779.140554,0.559000,31,0,11,11,10,18,25,11,6,0,9,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,11,11,9,13,12,9,5,5,13,12,11,19,23,12,5,0,16,13,11,17,16,10,5,0,12,13,13,18,17,11,5,0,13,12,11,24,21,13,5,0,12,12,11,17,17,10,6,5,16,14,13,20,19,11,7
630779.173220,0.592000,32,0,11,11,11,18,26,11,5,0,8,7,5,0,0,0,0,0,6,0,0,5,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,10,9,13,12,9,5,5,13,12,11,19,22,12,5,0,16,12,10,17,16,10,0,5,12,12,12,18,17,11,5,0,13,12,11,24,21,13,5,0,12,11,11,17,17,10,5,0,16,13,11,20,19,11,5
630779.191150,0.610000,33,0,11,11,11,18,26,11,0,5,7,5,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,11,10,10,13,12,8,5,5,13,12,10,19,23,12,5,0,16,12,11,19,16,10,5,5,12,11,10,18,17,11,5,0,15,12,11,24,21,12,5,0,12,11,11,16,17,11,6,0,15,16,11,20,21,11,6
630779.206911,0.626000,34,5,11,11,11,18,26,11,6,0,8,6,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,11,9,12,12,8,5,5,13,12,11,21,23,12,6,0,16,12,10,17,16,11,5,5,12,13,11,18,17,10,0,0,14,12,11,23,21,11,6,0,12,11,11,18,17,11,5,0,15,13,11,20,21,11,6
630779.224981,0.644000,35,0,11,11,11,18,26,11,5,0,7,5,5,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,10,12,12,8,6,5,13,12,10,20,23,12,5,0,16,12,11,17,16,11,5,5,12,12,11,18,17,10,5,0,14,12,11,23,21,11,6,0,12,11,11,18,17,11,5,0,15,13,11,20,21,11,5
630779.244129,0.663000,36,5,13,11,11,18,26,11,5,0,8,6,0,5,0,0,0,0,5,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,9,10,12,12,9,5,0,13,12,12,19,23,12,6,0,18,12,10,16,16,10,5,0,12,12,11,18,17,9,5,0,13,12,11,23,21,11,5,0,12,11,11,17,17,10,5,0,17,13,11,19,19,10,0
630779.259208,0.678000,37,0,13,11,10,20,26,10,7,0,8,7,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,9,12,14,10,5,0,13,12,11,19,23,12,5,0,16,12,11,16,16,10,5,0,14,12,11,17,17,10,5,0,13,12,13,23,22,11,6,5,12,11,11,17,17,11,5,0,16,16,11,19,21,11,5
630779.289802,0.709000,38,0,13,11,12,20,26,10,0,0,9,5,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,11,11,8,12,13,9,6,0,13,12,11,21,23,12,5,0,16,12,10,16,16,10,5,0,12,12,13,17,17,11,5,0,13,12,12,23,22,11,6,0,14,13,11,17,17,10,5,5,16,13,11,19,21,11,6
630779.306904,0.726000,39,0,11,13,10,19,26,12,5,0,7,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,9,12,13,8,6,0,13,12,11,21,23,12,5,0,16,12,11,16,16,9,5,0,12,11,12,19,17,10,5,0,16,12,12,23,22,10,6,0,12,12,11,17,17,10,5,0,16,15,13,21,20,11,5
630779.338069,0.757000,40,0,11,11,10,19,26,12,5,0,9,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,11,10,9,12,13,9,5,0,13,12,11,20,23,11,6,5,16,12,11,16,16,10,5,0,12,11,12,18,17,10,5,0,13,12,11,23,22,12,5,5,12,12,11,17,17,11,6,0,16,14,11,19,20,11,6
630779.357002,0.776000,41,0,11,11,11,18,26,9,0,0,8,6,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,10,12,13,9,5,5,13,12,11,20,23,11,0,0,18,12,11,16,16,10,5,5,12,13,12,18,17,10,5,0,13,12,11,23,21,12,5,0,12,11,11,17,17,10,5,0,15,14,11,19,20,11,5
630779.357978,0.777000,42,0,13,11,10,18,25,10,6,0,8,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,8,12,13,9,5,0,13,12,11,19,22,13,6,0,17,12,10,16,16,10,5,0,12,12,11,20,17,9,5,0,13,12,11,23,21,11,6,0,12,11,11,17,17,10,5,0,15,14,11,21,20,11,6
630779.390468,0.809000,43,0,12,10,10,18,25,11,5,0,8,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,9,12,12,9,5,0,13,12,11,19,22,12,5,5,16,12,10,18,16,10,5,0,12,11,11,18,17,10,5,0,13,12,11,23,21,11,5,0,14,11,10,17,17,10,5,0,15,14,11,21,20,11,6
630779.408133,0.827000,44,0,12,11,10,18,25,11,5,0,8,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,10,11,9,12,12,9,5,5,13,12,11,19,23,11,5,0,16,12,10,15,16,10,6,0,12,11,11,18,17,9,5,0,13,12,11,23,21,10,5,0,13,13,11,17,17,10,5,0,15,13,11,21,20,11,0
630779.424792,0.844000,45,0,11,11,10,17,25,9,5,0,7,5,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,11,11,10,12,14,9,5,5,13,12,11,21,23,13,6,5,18,12,12,17,18,10,6,0,12,11,13,18,17,10,5,0,13,12,11,24,21,11,5,0,13,12,11,17,17,10,5,0,15,15,11,21,20,11,0
630779.441224,0.860000,46,0,11,13,11,20,25,10,5,0,8,5,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,5,11,9,9,12,13,7,5,5,13,12,11,21,23,13,5,0,17,12,11,17,17,12,0,0,12,11,12,18,17,11,5,0,13,14,11,24,21,11,6,0,13,12,11,17,17,10,5,5,15,14,11,21,19,11,5
630779.457135,0.876000,47,0,11,11,11,18,25,11,6,5,6,7,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,10,12,13,10,5,5,13,12,11,20,23,11,5,0,17,12,11,17,17,10,6,0,12,11,11,18,19,11,5,0,13,12,13,24,21,11,5,0,13,11,11,17,17,10,5,0,15,13,13,20,21,11,6
630779.490384,0.909000,48,0,11,11,10,18,25,9,7,0,9,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,10,14,13,8,6,5,13,11,11,20,23,13,5,5,17,12,11,17,17,10,5,0,14,11,11,18,17,10,5,5,13,12,13,24,21,11,5,0,13,11,11,17,17,10,5,0,17,13,12,20,20,11,0
630779.507256,0.926000,49,5,11,11,9,18,25,10,5,0,7,6,5,0,0,0,0,0,6,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,9,14,13,9,5,5,13,13,11,20,22,12,5,0,16,12,10,17,17,9,5,0,13,11,13,18,17,10,6,0,13,12,12,25,21,11,5,0,13,13,11,17,17,11,5,0,15,13,12,20,20,11,5
630779.524077,0.943000,50,0,11,11,11,17,25,10,6,0,8,7,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,9,13,13,9,5,0,13,11,11,20,22,11,6,0,16,12,11,17,17,10,5,0,13,11,12,18,17,10,6,0,13,12,12,24,21,11,5,0,13,12,11,17,17,10,5,5,17,13,12,20,20,11,5
630779.542240,0.961000,51,0,13,11,11,17,25,12,5,0,8,6,5,0,0,0,0,0,6,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,11,10,9,13,13,8,6,0,13,13,11,20,22,11,6,5,16,12,11,17,17,11,5,5,13,11,12,20,17,10,5,0,13,12,12,24,22,11,5,0,13,12,11,17,17,10,6,0,16,13,12,19,20,11,5
630779.558968,0.978000,52,0,12,11,11,19,25,11,6,0,7,6,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,6,11,10,9,13,13,8,5,0,13,13,13,19,23,11,5,5,16,12,11,17,17,9,6,0,13,13,12,20,16,10,5,0,13,12,12,24,22,11,5,0,13,12,11,17,17,9,6,5,16,16,12,19,20,11,5
630779.590909,1.010000,53,5,12,11,10,18,25,10,6,0,8,6,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,11,9,13,13,8,6,0,13,13,12,21,23,11,5,0,16,12,11,17,17,10,6,5,13,11,12,18,18,11,6,0,13,12,12,24,22,11,5,0,13,12,11,17,17,10,6,0,16,14,12,21,22,11,5
630779.608605,1.027000,54,0,12,11,11,18,25,11,5,0,8,7,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,11,11,9,13,13,9,0,5,13,13,12,21,23,11,6,0,16,12,11,17,17,11,6,0,13,11,12,18,18,10,5,0,13,12,12,24,22,11,5,0,13,11,11,17,17,10,5,5,16,13,11,21,20,11,5
630779.627821,1.047000,55,0,12,11,11,18,25,11,6,0,8,5,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,9,13,13,8,0,5,12,11,12,19,23,13,5,0,16,12,10,17,17,10,5,0,15,11,12,18,18,11,5,0,13,12,11,23,21,11,5,0,13,11,11,17,17,11,5,0,16,13,11,21,20,11,5
630779.640796,1.060000,56,5,12,11,11,18,25,11,6,0,7,6,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,11,9,13,13,9,5,0,12,11,11,19,23,12,6,0,16,12,11,17,17,11,5,0,14,11,12,17,18,10,5,0,13,12,13,24,21,11,6,0,13,13,11,17,17,10,7,0,16,13,11,18,20,11,5
630779.673766,1.093000,57,0,12,9,10,18,25,10,5,0,9,6,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,9,13,13,10,5,0,14,11,11,19,23,11,6,0,16,12,11,17,17,10,5,0,14,11,12,17,18,10,5,0,13,12,12,23,21,10,5,0,13,12,11,17,17,11,0,5,16,13,13,20,20,11,5
630779.690191,1.109000,58,5,12,11,10,18,25,11,0,5,8,7,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,11,9,13,13,9,5,5,13,13,11,19,23,13,5,0,16,12,11,17,17,10,6,0,12,11,11,19,18,10,5,0,13,12,12,24,21,11,6,0,13,12,11,17,17,10,6,5,16,13,12,20,20,11,5
630779.707763,1.127000,59,5,11,11,11,18,25,11,6,0,8,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,11,10,9,12,13,9,5,0,13,13,13,19,23,13,6,0,16,11,10,17,17,9,5,5,14,13,11,17,17,10,5,0,13,12,12,24,21,11,5,0,13,12,11,17,17,10,6,0,16,13,14,20,20,11,6
630779.723879,1.143000,60,5,13,11,11,18,25,10,5,0,8,5,0,5,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,11,10,10,12,13,9,5,5,13,13,11,19,23,12,0,5,16,11,11,17,16,10,5,0,13,12,11,17,17,11,0,0,13,12,12,24,21,11,5,0,12,12,11,17,17,10,6,0,16,13,13,19,20,11,5
630779.740941,1.160000,61,0,11,11,11,18,25,11,5,5,8,6,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,6,10,9,10,12,13,9,5,0,13,13,11,21,23,12,5,0,16,11,11,17,16,10,5,0,13,12,13,17,17,9,0,5,16,12,11,23,21,11,0,0,12,12,11,17,17,11,5,0,16,13,13,19,20,11,5
630779.774051,1.193000,62,0,11,11,9,20,25,11,5,0,8,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,10,11,13,8,0,0,13,12,11,19,23,11,5,0,16,11,10,16,16,9,6,0,12,11,12,17,17,9,6,5,14,12,11,23,21,11,0,0,12,11,11,17,17,11,5,0,15,13,11,19,20,11,5
630779.790673,1.210000,63,0,11,11,10,19,25,11,5,0,7,6,0,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,9,13,13,10,5,0,16,12,11,22,23,13,6,0,16,13,9,16,16,12,6,0,12,11,11,19,17,10,6,0,14,12,13,23,21,11,6,0,14,11,11,17,17,11,6,0,15,13,11,19,20,11,5
630779.806895,1.226000,64,0,11,11,10,19,25,11,5,0,8,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,11,10,13,13,8,0,0,14,12,11,21,23,12,5,5,16,12,11,16,16,10,5,0,12,11,11,18,17,10,6,0,13,12,12,23,21,11,5,0,13,13,11,16,17,11,5,0,15,13,13,19,20,11,5
