##Session
schema_name,tactile_recording_session
schema_version,1
session_id,20260713_161628_single_device_46359f
session_type,single_device
record_mode,single
device_id,device_001
device_alias,
port_name,
rows,12
cols,8
data_points,96
data_stage,processed_display
has_raw_adc,false
display_mode,adc
record_frequency,0.00
time_base,elapsed_seconds
columns_version,1
##Data
timestamp,elapsed,frame_index,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95
631139.512043,0.000000,0,0,6,5,5,0,0,0,0,0,6,9,10,8,9,6,0,0,6,6,6,0,0,5,0,0,5,8,9,8,9,8,0,0,6,6,6,6,6,5,0,0,7,8,8,8,8,8,5,0,7,8,8,6,9,8,0,6,8,9,9,8,8,7,6,0,7,9,11,8,10,9,5,0,8,9,11,8,10,9,6,0,8,9,11,9,11,9,5,5,9,12,16,13,13,10,5
631139.512088,0.000000,1,5,7,6,0,0,0,0,0,0,5,9,11,8,9,8,5,0,5,6,6,5,6,5,0,5,8,8,10,9,9,8,5,5,6,7,5,0,0,6,0,0,6,6,8,8,8,8,0,0,6,6,8,7,8,8,6,0,7,9,8,8,8,8,5,5,8,9,11,9,9,10,5,0,8,10,11,10,10,11,8,0,7,9,11,10,11,9,5,5,9,12,14,10,11,11,5
631139.551919,0.029000,2,0,5,5,6,0,0,0,0,0,5,9,9,8,9,9,5,0,6,8,7,5,6,5,0,5,8,8,10,9,9,8,0,0,6,7,7,6,7,8,0,5,7,7,8,6,6,5,5,5,6,8,8,8,8,8,5,5,8,9,9,8,8,8,5,0,7,8,9,7,8,9,0,0,8,9,11,9,10,11,5,0,8,9,11,9,9,9,6,0,8,12,16,11,11,11,5
631139.551947,0.030000,3,0,5,5,5,0,0,0,0,0,7,10,11,9,8,8,6,0,6,5,0,5,5,5,0,0,7,8,9,8,8,8,5,0,6,6,6,5,5,6,0,0,6,6,8,6,6,5,0,0,6,7,7,7,6,6,5,5,8,6,8,8,6,6,0,5,6,7,9,8,8,8,5,0,8,8,11,9,10,11,6,0,8,9,11,10,10,9,6,5,8,10,15,14,11,11,5
631139.568586,0.046000,4,0,5,0,5,5,0,0,0,0,8,10,11,10,9,8,5,0,6,5,5,0,0,0,0,5,6,8,9,8,9,9,0,0,6,5,8,6,6,5,0,5,7,6,7,8,8,7,0,0,6,6,8,6,6,0,0,5,6,7,6,8,8,7,0,5,7,8,9,9,8,7,0,0,7,8,11,10,11,9,5,0,7,9,11,10,10,7,5,0,8,9,14,11,11,10,5
631139.589464,0.067000,5,0,5,6,5,0,0,0,0,5,7,8,9,9,9,7,5,0,5,6,6,5,5,5,0,5,6,7,9,9,10,8,0,0,6,5,6,6,6,6,5,5,7,8,8,5,8,6,0,0,7,6,7,7,8,6,0,5,6,8,8,8,9,8,5,0,7,6,8,9,8,8,5,0,5,9,11,10,11,10,6,0,8,8,11,9,10,9,6,5,7,11,12,11,13,11,6
631139.625276,0.103000,6,0,5,5,5,0,0,0,0,0,6,8,9,8,8,8,5,0,6,7,7,5,5,5,0,5,5,7,8,8,8,8,5,5,6,7,7,8,7,7,0,5,6,7,8,6,8,6,5,0,6,7,8,7,6,8,0,5,6,7,8,7,8,5,0,0,7,8,10,8,9,9,5,0,7,9,11,8,11,11,5,0,8,10,9,10,11,8,6,0,8,11,12,10,12,11,6
631139.639599,0.117000,7,0,6,5,5,0,0,0,0,0,5,7,8,7,8,8,5,0,6,7,8,7,6,6,0,5,8,8,9,8,9,9,0,0,7,8,8,9,8,6,5,0,6,8,5,6,6,7,0,5,6,8,8,6,8,6,5,0,8,6,8,8,6,7,0,0,7,8,10,9,9,9,6,0,6,8,10,10,11,10,5,0,7,8,10,9,10,9,5,0,8,11,14,10,11,10,6
631139.657094,0.134000,8,0,7,0,5,0,0,0,0,0,5,7,8,9,8,7,0,0,6,5,6,5,5,5,0,5,7,7,9,8,8,8,0,0,6,8,8,8,6,7,5,0,5,5,0,0,5,6,0,5,5,7,8,6,5,6,5,5,6,7,8,9,8,6,0,5,8,8,10,9,9,8,6,0,8,8,11,9,11,11,5,0,7,8,10,8,10,9,6,0,8,10,14,10,11,11,5
631139.673165,0.150000,9,0,7,6,0,0,5,0,0,0,8,7,9,8,8,6,5,0,6,6,5,0,5,0,0,5,6,7,8,6,8,8,6,0,7,7,8,6,7,8,0,0,5,5,6,0,0,0,0,0,6,6,6,6,6,6,5,5,5,7,6,7,6,5,0,0,7,8,11,7,8,8,5,0,6,9,11,9,11,10,7,0,7,8,11,9,10,9,5,0,8,12,17,9,13,10,5
631139.690427,0.168000,10,0,5,6,5,0,0,0,0,0,5,8,8,8,8,7,0,0,5,5,5,0,0,0,0,5,7,7,10,7,9,7,5,5,6,8,8,8,7,6,0,0,5,6,5,5,7,5,0,0,5,7,8,7,8,6,0,5,6,7,8,6,7,6,0,0,5,8,10,7,8,8,5,0,7,8,11,8,11,9,5,0,7,9,11,9,10,9,5,5,8,11,15,12,13,10,5
631139.723001,0.200000,11,0,6,6,6,0,0,0,0,0,6,6,9,6,7,7,0,0,5,5,6,5,5,0,0,0,5,8,11,9,10,8,0,5,5,7,6,6,8,6,0,0,5,7,6,5,6,5,0,0,6,5,8,7,6,7,0,0,6,7,9,8,8,7,0,5,6,6,10,5,8,7,5,0,8,9,11,9,11,9,6,0,8,9,11,8,11,9,5,0,7,11,15,10,13,10,5
631139.740241,0.218000,12,0,5,0,5,0,0,0,0,5,5,7,8,7,7,6,5,0,5,6,6,5,5,5,0,5,6,7,10,8,9,9,0,0,5,7,6,7,6,6,0,0,5,6,7,5,6,5,5,5,6,8,8,8,7,6,0,0,6,6,8,8,7,6,0,5,8,7,9,8,9,8,0,5,8,8,11,10,11,12,6,0,8,9,11,10,10,9,6,0,9,11,14,9,13,11,6
631139.756992,0.234000,13,0,6,5,5,0,0,0,0,0,7,8,9,8,7,8,0,5,6,7,6,6,5,0,0,0,7,7,11,9,9,9,5,0,6,6,8,7,8,8,0,0,5,5,7,5,6,6,0,5,6,6,6,7,7,7,0,0,8,7,9,6,8,6,0,0,6,6,10,8,8,9,5,0,7,8,10,10,11,10,6,0,6,8,10,10,11,9,6,0,8,10,14,12,13,11,5
631139.757431,0.235000,14,0,5,5,5,5,0,0,0,0,6,7,9,6,7,7,5,0,6,7,8,8,6,6,5,5,5,8,9,9,10,9,0,0,5,5,5,6,6,6,0,0,5,6,8,6,6,5,0,0,5,6,7,5,8,5,0,0,6,6,8,6,8,5,0,5,5,8,8,7,8,8,5,5,8,9,11,9,11,11,5,0,8,9,11,9,11,10,5,0,9,11,13,10,13,11,6
631139.790314,0.268000,15,0,5,5,5,0,0,0,0,5,6,6,8,7,8,8,0,5,6,8,7,6,8,7,0,0,7,8,8,8,10,9,5,0,5,7,6,6,8,7,0,0,7,8,7,5,6,8,0,0,6,7,7,6,7,8,0,0,8,7,6,6,6,5,5,0,6,6,8,7,7,8,0,0,6,8,11,9,11,10,5,0,7,9,11,9,10,9,6,0,8,11,15,10,13,11,5
631139.807034,0.284000,16,0,5,5,6,0,0,0,0,0,5,7,8,6,6,7,5,0,5,5,7,6,5,6,0,0,5,5,8,8,9,8,0,0,6,8,8,7,8,6,0,0,5,7,8,7,5,5,5,0,6,6,8,8,8,8,0,0,5,6,7,6,6,5,0,0,5,6,8,8,8,8,5,5,6,6,11,9,11,10,5,0,6,9,11,9,11,9,6,6,8,11,15,12,13,11,7
631139.839545,0.317000,17,0,5,6,5,0,0,0,0,0,5,8,8,8,6,7,5,0,6,6,9,7,8,6,0,5,5,7,9,8,8,7,0,0,5,6,9,8,8,7,5,0,5,6,7,6,8,7,5,0,5,5,8,8,7,8,0,0,6,8,7,6,8,7,0,0,5,7,8,8,7,7,0,5,7,8,10,9,11,9,6,0,6,9,11,8,11,9,5,5,7,11,15,11,13,11,6
631139.856034,0.333000,18,0,5,5,5,0,0,0,0,0,0,5,7,6,6,5,0,0,6,6,8,6,5,6,0,0,5,7,8,8,9,10,5,0,6,9,9,7,9,9,5,0,5,6,7,7,7,5,0,0,0,7,8,6,8,8,5,0,6,7,7,6,7,5,0,0,5,6,8,5,8,6,0,0,6,11,12,9,11,10,5,0,6,11,11,9,11,9,6,0,6,13,15,11,13,13,6
631139.873074,0.350000,19,0,0,6,0,0,0,0,0,0,5,5,7,6,6,5,0,0,5,7,7,7,6,6,5,5,5,8,9,8,9,8,5,0,5,8,9,7,9,9,5,0,0,8,7,5,5,0,0,0,5,6,7,6,7,6,0,5,6,8,8,5,6,5,0,0,5,6,6,7,8,8,0,0,6,10,11,8,11,9,5,0,6,11,11,9,11,9,5,0,7,12,15,11,13,11,5
631139.890368,0.368000,20,0,0,5,5,0,0,0,0,0,0,7,8,7,5,5,0,0,5,6,7,5,5,0,0,5,5,8,9,8,8,8,5,0,6,8,8,8,9,9,5,0,5,5,8,7,8,6,0,0,5,7,7,5,6,6,0,0,5,7,7,7,5,6,0,0,5,7,7,7,7,8,0,0,5,10,10,8,11,11,6,0,5,11,11,9,11,9,6,5,7,12,15,11,13,11,5
631139.906342,0.384000,21,0,5,5,0,5,0,0,0,0,0,7,8,7,8,6,5,0,0,6,6,6,5,0,0,5,6,8,8,8,9,7,5,0,5,7,9,8,7,8,5,0,6,5,7,5,6,5,0,0,0,7,6,5,7,6,6,0,6,6,7,5,7,5,0,5,6,8,8,8,9,8,5,0,5,9,11,9,13,11,5,0,6,9,11,10,11,10,6,0,7,12,15,10,13,11,5
631139.941472,0.419000,22,0,5,6,5,0,0,0,0,5,5,8,8,6,7,6,0,0,6,7,9,8,8,7,0,0,7,8,9,8,9,8,5,0,6,8,8,7,8,8,6,0,6,6,7,8,6,7,0,0,5,6,8,7,8,7,0,0,5,8,7,6,6,5,0,0,6,7,9,7,8,7,0,0,6,10,11,9,12,11,6,0,6,10,13,9,11,9,6,5,6,12,15,10,13,11,6
631139.941679,0.419000,23,0,5,6,5,0,0,0,0,0,6,7,8,7,7,6,0,0,5,9,9,7,7,8,5,5,6,10,9,7,9,8,5,0,6,8,9,8,8,8,6,0,5,7,8,8,7,7,5,0,5,6,8,8,6,8,0,0,5,8,9,6,7,6,0,0,6,6,8,6,7,6,0,0,5,8,9,8,12,11,0,0,5,9,11,7,11,10,6,5,6,12,14,9,13,11,6
631139.973475,0.451000,24,0,5,5,5,0,0,0,0,0,0,5,6,5,5,5,0,0,0,7,8,6,8,8,0,5,5,6,9,6,9,9,5,5,0,7,8,6,8,8,5,0,0,7,6,7,6,8,5,0,6,5,6,6,8,5,5,5,5,6,8,5,8,7,0,0,5,7,6,6,6,6,0,0,5,10,10,9,12,11,5,0,5,10,11,8,11,9,5,5,5,12,14,10,13,11,6
631139.990339,0.468000,25,0,5,7,0,0,0,0,0,0,0,7,5,5,5,5,0,0,5,6,6,6,7,7,0,5,0,7,10,8,9,9,5,0,5,7,8,7,9,8,0,0,5,7,8,7,7,6,0,0,6,7,9,6,7,8,5,0,5,8,8,7,8,7,5,0,5,8,8,6,8,8,0,5,5,10,11,8,12,11,5,0,5,9,11,9,11,9,5,0,6,12,14,10,12,11,5
631140.008114,0.486000,26,5,5,5,0,0,0,0,5,0,0,6,6,5,5,5,0,0,6,6,7,5,0,5,0,0,6,7,9,8,8,8,5,0,5,6,8,6,8,7,0,0,6,8,8,8,7,8,5,0,6,6,8,6,8,6,0,0,5,8,7,6,7,6,0,0,6,8,9,8,8,8,6,0,8,9,11,10,12,10,6,0,6,10,11,10,10,10,5,0,7,12,16,10,12,11,5
631140.047858,0.526000,27,0,6,8,5,0,0,0,0,0,5,7,5,5,5,5,0,0,5,6,5,6,5,5,0,5,8,6,8,8,9,9,5,5,6,7,8,7,8,7,0,5,7,7,9,8,7,8,5,5,6,6,8,6,6,6,5,0,5,5,7,7,7,6,0,0,6,8,8,8,9,9,5,0,7,8,11,9,11,10,5,0,8,9,11,9,11,10,6,0,8,12,14,11,12,11,5
631140.047932,0.527000,28,0,6,6,5,0,0,0,0,0,5,5,6,5,5,5,0,5,0,0,5,0,0,0,0,0,6,6,8,7,8,8,0,0,6,6,8,7,7,7,0,0,6,6,8,6,8,8,5,0,6,6,8,6,7,7,0,0,6,6,8,5,5,5,0,5,6,7,9,9,9,8,5,0,6,8,10,9,10,10,6,0,6,9,9,9,11,9,5,0,8,12,13,11,12,11,5
631140.085979,0.563000,29,0,5,5,0,0,0,0,0,0,5,5,5,5,0,0,0,0,5,0,0,0,5,5,0,0,6,8,8,8,9,8,0,0,6,8,7,6,8,6,5,0,5,8,8,8,7,7,5,5,6,6,6,5,5,6,0,0,5,6,7,6,7,5,0,0,5,7,10,9,9,8,6,0,5,9,10,9,11,9,6,0,6,9,11,9,11,8,5,0,6,11,13,11,14,11,5
631140.090420,0.568000,30,0,6,6,0,0,0,0,0,0,5,6,8,7,6,7,0,0,0,5,5,5,0,0,0,5,6,7,9,8,9,9,6,0,6,6,8,7,8,7,5,0,6,9,8,7,7,8,0,5,6,7,8,6,6,6,0,0,6,6,8,5,7,6,0,0,8,8,10,8,9,8,5,0,8,8,11,9,11,9,5,0,6,9,11,10,10,8,0,0,7,11,13,11,13,11,5
631140.107694,0.585000,31,0,0,5,0,0,0,0,0,5,5,6,8,6,7,7,0,0,5,5,5,5,5,0,0,0,7,8,9,8,9,8,5,0,6,6,7,7,7,6,5,0,5,7,8,7,8,8,0,0,5,6,8,8,7,7,5,0,5,6,6,6,6,6,0,0,6,7,9,7,8,8,5,0,5,8,9,9,11,11,7,0,7,8,10,10,12,11,6,0,8,11,13,11,13,13,5
631140.141061,0.619000,32,0,6,5,0,0,0,0,0,5,6,8,8,7,7,6,5,0,6,5,5,5,6,5,5,5,7,7,9,8,10,8,0,0,5,6,8,8,8,5,5,0,5,6,8,6,8,7,5,5,6,7,8,8,8,8,5,0,5,7,7,5,6,6,0,5,6,8,9,7,10,9,6,0,6,8,10,9,11,10,5,0,6,8,11,10,12,9,5,0,5,11,13,10,13,10,5
631140.155730,0.633000,33,0,5,6,6,0,0,0,0,5,6,7,8,7,7,6,0,0,5,7,5,6,5,5,0,5,7,6,9,7,8,7,5,0,7,7,7,7,8,8,0,0,6,8,8,7,8,8,0,5,6,6,7,8,9,8,0,0,6,7,6,5,6,7,0,0,7,8,8,9,10,9,5,0,8,9,10,9,13,11,6,0,5,9,11,9,11,10,7,0,7,9,13,11,13,12,6
631140.157291,0.635000,34,0,6,6,5,0,5,0,0,0,6,8,8,6,6,6,5,0,5,5,6,6,7,6,0,5,5,6,8,7,8,8,0,0,6,7,7,7,8,8,0,0,5,6,7,7,5,7,0,0,8,6,7,8,8,8,5,0,6,7,8,6,9,7,0,0,5,8,8,7,9,9,5,0,5,8,11,9,12,13,6,0,6,9,11,10,11,10,6,0,7,11,13,11,13,12,6
631140.189973,0.667000,35,0,6,6,5,0,0,0,0,0,6,5,7,8,7,7,0,0,6,7,7,6,6,6,0,0,6,6,8,8,9,9,5,0,5,6,8,6,6,5,0,5,5,5,7,6,7,6,5,0,5,7,9,6,8,7,5,0,7,6,8,6,8,8,0,5,7,7,9,8,10,10,6,0,7,8,10,10,12,11,5,0,6,7,10,10,11,9,7,0,8,10,13,11,13,11,5
631140.208025,0.686000,36,0,5,5,5,0,0,0,0,5,6,6,6,7,6,7,0,0,5,7,6,6,5,6,0,5,6,7,8,8,10,8,5,5,6,6,8,6,6,6,0,0,5,6,6,8,6,7,0,5,7,6,8,8,9,9,5,0,6,6,8,8,8,7,5,0,6,7,8,8,8,8,5,5,5,9,11,10,12,13,6,5,6,8,9,9,11,9,5,0,8,10,13,11,13,13,5
631140.243670,0.721000,37,0,5,0,5,5,0,5,0,0,5,7,8,7,8,8,5,0,6,6,7,6,6,6,0,0,6,7,9,9,9,8,5,0,6,6,8,7,5,7,5,0,5,5,7,6,6,8,0,5,6,5,8,8,7,8,5,5,6,7,8,8,8,7,5,5,6,6,9,8,10,9,6,0,8,9,11,10,12,13,6,5,7,9,10,9,10,9,5,0,8,11,13,11,13,12,5
631140.265758,0.743000,38,0,5,6,5,5,5,6,0,0,5,6,8,7,8,8,5,5,7,5,6,5,6,6,0,0,5,8,9,8,9,9,0,0,6,7,8,8,8,7,0,0,5,7,8,5,7,7,0,0,7,6,7,6,6,7,0,5,6,7,8,8,8,8,5,0,7,6,8,8,9,8,5,0,7,8,11,9,12,13,6,0,6,9,11,9,11,11,5,0,8,10,13,11,13,12,7
631140.331864,0.809000,39,0,7,5,5,5,5,6,0,0,7,7,9,8,8,8,5,0,5,7,7,5,7,6,0,0,5,6,8,8,9,9,0,5,6,6,7,6,8,6,0,0,6,7,7,8,8,8,5,0,5,7,8,7,9,7,0,5,5,6,8,7,8,9,5,0,5,8,7,8,9,8,5,0,6,8,10,10,11,11,5,0,7,10,10,10,11,11,7,5,6,10,13,10,12,14,5
631140.364179,0.842000,40,0,5,6,0,0,5,5,0,5,7,8,8,8,8,7,0,0,6,6,8,6,6,6,0,5,7,6,8,9,9,8,5,0,5,6,8,6,8,6,0,0,6,6,6,7,6,8,0,5,5,8,8,8,7,8,5,0,5,8,7,8,8,8,5,5,7,8,8,8,9,8,6,0,5,8,11,9,11,11,6,0,6,9,11,9,11,9,5,0,7,10,13,11,12,11,6
631140.364213,0.842000,41,0,5,6,5,0,0,0,0,5,6,8,10,8,9,8,5,0,6,5,7,6,8,6,0,5,6,7,9,8,8,8,5,5,8,7,7,6,6,6,0,0,6,6,5,8,6,7,0,0,6,7,7,6,7,8,5,0,7,7,9,7,8,7,0,0,7,7,9,8,8,9,5,0,6,8,9,9,11,11,5,0,6,8,11,9,11,10,5,0,7,10,12,11,14,11,5
631140.364233,0.843000,42,0,8,5,0,5,5,5,0,5,5,8,9,8,9,8,5,5,7,6,6,6,8,5,0,5,6,7,9,7,9,8,0,0,5,8,7,7,5,8,0,0,6,5,6,6,6,5,0,5,7,7,7,7,8,7,5,0,6,7,9,8,8,8,5,5,6,8,8,8,9,7,5,0,5,9,10,9,11,11,6,0,6,8,11,9,11,10,6,5,7,10,12,11,13,11,6
631140.364250,0.843000,43,0,6,7,5,5,5,5,0,0,6,8,10,9,9,8,5,0,7,6,7,6,6,7,0,0,6,7,8,8,8,7,0,0,6,6,8,6,6,6,5,0,6,6,6,0,5,5,0,5,5,7,8,7,8,8,0,0,7,7,8,7,9,7,0,0,6,6,9,9,9,9,5,0,6,8,11,10,11,11,6,0,6,9,10,9,10,10,7,0,6,9,14,10,13,11,5
631140.400279,0.878000,44,0,6,5,5,5,5,5,0,5,6,8,9,7,9,8,5,0,5,6,7,6,6,5,0,0,6,8,8,8,8,9,0,5,6,6,7,6,7,7,5,0,6,5,8,6,5,7,0,5,6,8,7,8,9,8,5,5,6,6,7,7,8,8,5,5,7,8,9,8,8,8,5,0,8,8,10,9,11,11,5,0,6,8,10,9,12,10,5,0,7,10,13,11,13,11,7
631140.417949,0.895000,45,0,5,5,5,0,0,0,0,0,5,8,9,8,9,8,5,0,6,8,6,6,7,7,5,5,6,8,8,8,9,9,0,0,6,7,7,6,7,6,5,0,6,7,8,7,5,5,0,0,5,6,8,8,8,8,5,5,5,7,8,8,8,9,5,5,6,7,9,7,9,7,5,0,5,7,10,10,13,11,5,0,7,9,11,8,11,11,6,5,7,9,13,11,13,13,6
631140.417971,0.895000,46,0,5,6,5,0,0,0,0,5,6,7,8,8,10,8,5,0,5,6,5,6,6,5,0,5,6,8,9,8,9,9,5,0,8,6,8,6,5,8,0,0,5,6,8,5,7,7,5,5,7,7,8,8,9,7,5,5,5,5,7,9,8,8,0,0,7,9,9,7,9,8,5,0,8,8,11,9,13,11,7,0,7,9,11,9,11,10,6,0,7,10,13,11,13,13,5
631140.429132,0.906000,47,0,6,5,0,5,5,0,0,5,5,8,8,7,9,8,5,0,6,6,7,5,6,6,5,5,6,7,8,8,9,8,0,0,6,6,7,6,5,8,5,0,6,6,6,6,6,7,0,0,8,7,8,8,8,8,5,0,6,7,8,8,9,8,5,5,6,7,8,8,10,9,7,0,7,9,11,10,13,13,6,0,8,7,11,9,11,9,6,5,9,10,13,11,13,12,7
631140.456687,0.934000,48,0,6,5,0,0,0,0,0,5,7,8,9,8,8,8,6,0,6,6,6,5,7,6,0,5,6,8,9,8,10,8,0,0,6,6,6,6,7,5,0,5,7,6,6,7,5,6,0,5,7,6,7,8,8,9,5,5,8,7,9,7,8,8,6,0,8,8,8,8,9,8,6,0,6,8,11,9,12,13,8,0,8,9,10,9,11,10,6,5,8,9,13,11,13,12,5
631140.457154,0.935000,49,0,5,5,5,0,0,0,0,0,7,6,9,7,8,7,5,0,6,6,6,0,6,6,0,5,6,7,9,8,9,8,5,0,6,8,8,8,6,7,5,0,8,5,8,7,8,6,6,0,8,7,8,8,8,7,0,5,6,8,9,8,8,8,5,0,7,9,9,9,8,9,5,5,6,9,11,10,12,12,5,0,9,9,12,10,10,9,5,0,7,11,13,10,13,12,6
631140.491457,0.969000,50,0,5,0,0,0,0,0,0,5,5,8,8,7,6,8,5,0,5,6,6,5,5,5,0,0,6,8,9,7,9,10,0,0,5,6,7,6,6,6,0,5,6,7,7,7,7,8,5,0,6,7,8,6,8,8,5,0,6,7,9,9,9,8,5,0,7,8,10,9,9,10,6,0,8,8,11,8,12,12,6,0,7,8,11,9,10,10,5,5,8,10,13,11,13,12,5
631140.510650,0.988000,51,0,7,5,5,0,0,0,0,0,5,8,9,7,6,8,0,5,5,5,8,0,6,5,0,5,7,8,9,7,8,8,5,5,5,6,7,6,6,6,5,5,6,6,7,5,8,7,0,0,5,6,9,8,9,8,5,5,6,8,8,9,8,8,0,0,6,7,10,7,8,8,5,0,5,9,11,9,11,11,6,0,6,8,10,9,11,10,6,5,7,10,13,11,13,12,6
631140.523813,1.001000,52,0,0,5,5,0,0,0,0,0,5,7,8,6,8,7,5,0,5,7,5,0,5,6,0,0,6,7,9,8,9,10,6,0,6,7,7,6,5,6,5,0,5,6,8,5,8,6,0,5,6,7,9,7,8,8,0,0,5,8,8,7,8,9,5,0,6,5,10,5,7,9,5,0,7,9,13,9,13,11,6,0,8,8,12,9,10,9,5,5,7,10,15,11,13,11,6
631140.557165,1.035000,53,0,6,5,6,0,0,0,0,0,5,6,8,7,6,6,0,0,5,5,6,0,5,5,0,0,6,6,9,8,9,8,5,0,6,6,6,6,7,7,0,0,6,5,7,6,7,6,0,0,6,7,9,7,8,8,0,5,6,7,10,7,8,7,5,0,5,8,10,8,9,8,0,5,7,9,12,9,13,11,8,0,5,9,12,9,11,9,5,0,7,9,15,11,13,11,5
631140.557203,1.035000,54,0,0,5,0,0,0,0,0,0,7,5,8,6,8,8,0,0,5,5,5,0,6,0,0,5,6,6,8,7,9,8,0,5,5,5,7,5,7,5,0,0,5,6,7,5,6,6,0,5,5,6,8,7,8,8,0,0,5,6,8,6,8,7,5,0,6,6,8,8,9,8,5,5,7,8,12,9,11,11,6,5,7,8,11,9,11,10,5,0,8,9,15,10,12,11,6
631140.590485,1.068000,55,0,6,5,5,0,0,5,0,5,5,8,9,6,8,8,5,0,5,6,6,0,0,0,0,0,5,7,8,7,8,8,0,0,5,6,7,8,6,7,0,5,5,7,8,6,6,7,0,5,6,6,8,8,9,7,5,0,6,7,8,7,8,8,5,0,5,7,9,8,8,8,6,0,6,9,11,9,13,13,5,0,7,8,11,9,11,11,6,0,7,9,15,11,12,11,6
631140.591936,1.069000,56,0,7,5,5,0,0,0,0,0,5,8,9,8,8,7,6,0,5,6,5,0,5,5,0,5,5,6,9,7,9,8,0,0,6,7,8,6,7,7,5,0,6,7,8,7,9,7,5,0,6,6,8,5,9,9,5,0,6,7,9,8,8,8,6,5,6,7,8,8,9,8,0,0,7,8,11,9,11,11,6,0,7,8,11,8,11,10,6,5,8,8,15,11,12,11,7
631140.639793,1.117000,57,0,5,5,6,0,0,5,0,0,5,7,9,7,9,7,5,0,5,0,7,0,5,5,5,5,5,6,9,9,9,9,5,0,0,8,7,7,8,8,5,5,6,7,8,8,8,7,5,0,5,7,9,7,10,9,5,0,5,7,10,8,10,8,0,0,5,6,10,7,9,9,5,0,6,8,11,10,13,11,5,0,7,8,11,9,11,9,7,0,7,9,14,11,12,11,6
631140.641509,1.119000,58,0,6,6,5,5,0,5,0,0,5,6,8,7,8,6,0,0,0,0,5,0,5,0,0,5,7,7,9,8,10,8,5,5,5,6,7,5,7,8,5,0,6,8,9,8,8,8,5,5,6,7,9,8,10,9,5,5,6,6,10,8,9,8,5,0,6,6,9,8,9,9,5,0,6,9,11,8,13,11,7,0,5,8,11,9,13,10,6,0,6,10,14,11,14,11,6
631140.673096,1.151000,59,0,5,6,6,5,5,5,0,0,6,8,9,8,9,8,5,0,5,5,0,5,5,0,0,6,5,8,9,8,9,8,5,5,6,6,8,6,8,8,0,0,7,6,8,7,8,8,6,5,6,8,9,8,10,7,6,0,6,8,10,8,9,8,6,5,6,7,11,9,10,9,5,0,5,8,13,9,13,11,5,0,7,8,11,10,12,11,5,0,8,10,14,11,13,11,7
631140.690366,1.168000,60,0,5,6,6,0,5,0,0,0,5,8,10,8,8,7,0,0,5,5,5,5,5,0,0,5,5,6,8,8,9,8,5,5,6,5,6,6,6,6,5,5,6,6,9,8,9,8,6,0,7,8,9,8,9,9,0,0,8,7,10,9,10,9,5,5,6,8,9,8,10,8,6,5,7,8,12,11,13,13,5,5,5,8,11,9,12,11,5,0,8,9,14,11,13,11,7
631140.707844,1.185000,61,0,6,6,5,5,6,5,0,5,6,8,11,9,9,8,5,0,5,5,5,0,5,0,0,5,8,7,10,8,8,8,5,0,8,6,7,6,6,7,0,0,6,8,8,9,8,8,0,0,8,8,9,8,10,9,5,0,7,8,10,8,10,9,5,0,7,8,9,8,8,9,5,0,8,9,11,11,13,13,6,0,6,8,11,9,12,11,6,0,8,9,14,11,15,13,5
631140.739711,1.217000,62,0,6,7,7,0,5,0,0,0,8,8,9,8,10,8,5,0,5,6,5,0,5,0,0,5,7,8,8,8,9,9,0,0,6,6,8,7,6,6,0,0,6,5,7,7,8,7,5,0,6,8,9,6,9,8,0,0,6,8,9,9,10,8,6,5,6,8,9,8,9,8,6,5,8,8,11,10,13,13,7,5,6,9,11,9,12,11,5,0,8,10,16,11,15,13,6
631140.756657,1.234000,63,0,6,5,7,6,5,5,0,5,6,9,9,7,10,8,5,0,5,5,5,5,5,5,0,0,7,7,10,8,10,8,0,5,6,8,6,5,6,7,0,0,6,6,7,6,7,8,0,0,5,7,9,8,9,10,6,0,7,8,10,8,10,9,5,5,7,9,10,8,10,9,5,0,6,9,11,10,13,12,6,0,5,9,13,9,12,11,5,0,7,11,16,11,15,12,7
631140.773639,1.251000,64,0,6,6,6,5,5,5,0,0,6,9,10,9,8,9,6,0,5,5,5,0,5,0,0,6,6,7,9,8,9,8,0,5,5,7,8,6,6,6,0,0,5,6,7,6,8,7,0,5,8,8,9,8,9,8,0,0,7,8,10,9,11,9,6,5,7,9,11,8,11,9,5,0,7,9,11,10,13,11,6,0,7,10,12,10,11,10,6,0,8,11,14,11,14,11,6
