##Session
schema_name,tactile_recording_session
schema_version,1
session_id,20260710_155224_single_device_d24da3
session_type,single_device
record_mode,single
device_id,device_001
device_alias,
port_name,
rows,0
cols,0
data_points,336
data_stage,processed_display
has_raw_adc,false
display_mode,pressure
record_frequency,0.00
time_base,elapsed_seconds
columns_version,1
##Data
timestamp,elapsed,frame_index,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99,ch100,ch101,ch102,ch103,ch104,ch105,ch106,ch107,ch108,ch109,ch110,ch111,ch112,ch113,ch114,ch115,ch116,ch117,ch118,ch119,ch120,ch121,ch122,ch123,ch124,ch125,ch126,ch127,ch128,ch129,ch130,ch131,ch132,ch133,ch134,ch135,ch136,ch137,ch138,ch139,ch140,ch141,ch142,ch143,ch144,ch145,ch146,ch147,ch148,ch149,ch150,ch151,ch152,ch153,ch154,ch155,ch156,ch157,ch158,ch159,ch160,ch161,ch162,ch163,ch164,ch165,ch166,ch167,ch168,ch169,ch170,ch171,ch172,ch173,ch174,ch175,ch176,ch177,ch178,ch179,ch180,ch181,ch182,ch183,ch184,ch185,ch186,ch187,ch188,ch189,ch190,ch191,ch192,ch193,ch194,ch195,ch196,ch197,ch198,ch199,ch200,ch201,ch202,ch203,ch204,ch205,ch206,ch207,ch208,ch209,ch210,ch211,ch212,ch213,ch214,ch215,ch216,ch217,ch218,ch219,ch220,ch221,ch222,ch223,ch224,ch225,ch226,ch227,ch228,ch229,ch230,ch231,ch232,ch233,ch234,ch235,ch236,ch237,ch238,ch239,ch240,ch241,ch242,ch243,ch244,ch245,ch246,ch247,ch248,ch249,ch250,ch251,ch252,ch253,ch254,ch255,ch256,ch257,ch258,ch259,ch260,ch261,ch262,ch263,ch264,ch265,ch266,ch267,ch268,ch269,ch270,ch271,ch272,ch273,ch274,ch275,ch276,ch277,ch278,ch279,ch280,ch281,ch282,ch283,ch284,ch285,ch286,ch287,ch288,ch289,ch290,ch291,ch292,ch293,ch294,ch295,ch296,ch297,ch298,ch299,ch300,ch301,ch302,ch303,ch304,ch305,ch306,ch307,ch308,ch309,ch310,ch311,ch312,ch313,ch314,ch315,ch316,ch317,ch318,ch319,ch320,ch321,ch322,ch323,ch324,ch325,ch326,ch327,ch328,ch329,ch330,ch331,ch332,ch333,ch334,ch335
1998435.960465,2.148000,92,4,4,2,2,2,2,2,3,3,3,4,4,4,4,3,2,2,4,3,3,8,6,8,8,3,4,4,3,2,6,10,7,5,3,8,6,4,4,4,1,3,3,36,7,4,1,4,4,5,3,2,2,1,2,4,3,2,2,4,3,4,4,1,1,0,2,20,39,844,45,6,4,4,446,344,2,4,5,6,5,32,174,5,4,1,2,9,198,2,4,221,2,0,4,4,6,3,124,145,2,2,25,0,2,4,4,4,4,4,5,3,3,3,4,69,3,3,3,3,2,2,3,4,3,4,19,1,2,1,3,3,3,4,4,1,1,16,0,2,1,1,2,3,4,3,4,5,5,0,3,1,3,3,3,5,2,3,2,4,4,3,8,4,4,2,2,4,4,3,4,2,3,2,2,2,2,3,2,4,2,4,4,1,1,2,147,4,3,4,2,4,8,4,4,2,2,4,4,3,6,2,3,4,3,3,3,2,2,3,2,3,9,2,2,7,1,3,9,4,2,2,2,1,3,2,7,6,6,4,3,11,3,4,3,4,4,12,4,2,7,4,10,2,13,4,4,656,38,187,78,81,2,4,4,3,35,1,1,3,2,1,181,12,4,47,142,2,3,3,388,66,989,440,277,708,1,128,309,1,4,5,31,278,4,654,5,2,3,72,5,371,4,2,1,2,8,2,374,6,332,1064,3,4,4,2,652,4,1,157,1729,8,4,1019,8,5,309,517,999,4,1,0,954,3,313,82,42,265,25,5,532,14,5,309,950,568,772
1998436.013541,2.203000,93,14,525,7,1037,512,1,416,478,1061,11,1237,941,9,6,2,644,5,3,4,581,802,190,201,1796,10,4,1307,442,40,4,566,1749,4,577,563,1305,237,1031,6,2,4,847,1320,860,2,216,71,212,624,1093,824,5,642,4,973,299,1,14,646,64,4,4,2,3,3,2,3,8,2,2,4,5,4,4,3,2,0,2,0,2,5,2,11,5,3,4,5,4,1,2,3,168,5,5,4,1,5,4,1,2,2,7,9,7,2,2,4,4,3,6,2,6,3,7,4,2,0,2,5,3,4,4,4,3,4,3,9,6,8,3,18,0,8,22,8,5,1,14,9,743,220,1,94,17,2,3,691,2,7,0,5,13,6,8,5,2,2,48,55,0,6,100,342,442,3,16,1,4,3,400,5,1,14,2,545,4,2,2,1,4,80,4,4,3,3,2,4,3,0,5,3,4,7,6,2,1,2,2,1,2,4,0,4,4,4,3,2,2,2,2,3,3,2,2,3,4,3,5,2,1,3,3,2,3,2,3,4,4,3,4,4,2,3,3,3,4,4,3,3,2,4,1,3,3,3,3,2,2,3,0,3,0,2,4,3,3,0,2,4,3,3,3,3,3,4,4,5,2,4,2,2,6,6,8,5,8,4,1,3,2,3,1,3,4,4,3,3,4,2,4,3,4,6,0,3,3,4,3,5,4,5,16,6,5,2,6,4,4,2,10,4,6,5,4,4,3,19,2,8,1,81,25,128,3,4,5,261,4,0,1,2,2,31,600,5,3
1998436.016891,2.205000,94,1,4,3,2,2,3,2,4,3,5,1,4,1,5,0,5,9,1,4,2,8,6,7,13,2,4,1,1,4,6,4,3,4,2,8,3,795,1,13,11,42,45,1491,5,65,4,4,919,1208,5,215,705,356,2,20,7,4,228,149,4,0,3,6,558,1280,2,3,5,1,584,3,764,9,5,2,573,423,3,384,643,1138,300,50,388,6,463,702,1444,4,15,1,568,555,1,501,489,13,1139,762,1252,3,39,281,3,4,48,1290,65,895,621,587,6,16,880,8,30,879,112,360,625,382,220,219,652,468,1036,21,363,6,848,807,1191,0,4,388,160,3,2,2,3,3,5,1,6,4,4,4,3,4,4,8,3,2,2,4,3,4,4,7,0,2,2,3,5,10,12,2,4,6,7,3,2,2,2,3,2,3,3,6,4,3,3,2,5,5,148,4,3,3,7,4,9,1,3,4,1,6,3,3,4,3,4,4,2,3,9,3,4,5,3,5,18,3,15,2,4,74,28,120,15,2,22,10,628,14,18,26,48,3,6,2,3,2,3,5,3,164,32,306,3,446,6,7,2,111,77,0,33,4,2,3,4,3,17,2,0,3,2,1,2,2,2,5,5,4,3,3,2,2,3,2,3,3,12,2,2,3,6,0,3,2,2,2,3,0,3,7,4,4,4,7,16,2,2,3,1,1,1,4,3,3,4,3,3,0,2,2,2,2,3,2,4,4,4,21,1,1,1,3,4,5,2,3,2,4,1,3,3,2,1,3,2,5,4,4,4
1998436.016901,2.205000,95,3,4,1,4,2,4,5,1,3,1,3,3,4,3,1,2,2,3,2,3,8,1,4,5,4,2,2,1,2,6,2,2,2,1,3,4,5,4,2,2,4,2,20,2,2,2,3,3,4,5,2,2,4,2,8,3,2,2,10,4,4,4,3,2,3,3,0,1,3,3,2,4,5,2,2,2,1,1,1,1,2,2,6,4,7,5,9,3,2,2,3,283,2,10,4,3,33,6,2,5,0,52,2,9,3,19,1017,4,0,1204,17,4,4,5,2,574,139,2,5,114,3,3,362,35,8,914,302,870,252,3,11,670,2,4,18,21,441,268,103,14,428,344,200,56,6,8,1057,277,19,4,2,458,369,535,187,809,6,305,2,600,1,4,3,6,27,71,697,28,17,715,1639,47,702,138,1412,374,32,1330,1084,81,763,33,3,631,429,767,7,55,661,1248,8,655,1027,879,4,134,393,866,92,13,4,5,12,26,4,4,4,1,3,2,4,2,3,2,7,4,4,4,2,2,3,0,0,3,3,5,5,5,4,8,4,3,2,2,2,11,4,4,4,7,4,4,2,9,3,3,4,3,2,4,7,4,8,4,2,3,3,1,3,9,2,17,2,3,5,5,7,4,2,3,3,7,1,87,9,4,4,32,2,21,11,516,673,3,162,3,577,15,6,3,28,11,2,240,2,0,1,0,352,6,49,1,2,3,22,3,6,3,2,337,4,4,17,5,198,15,2,14,5,3,6,11,3,5,2,3,2,8,2,2,1,5,5,3,3,4
1998436.071657,2.260000,96,4,4,3,506,3,3,3,2,2,2,90,3,17,11,289,3,4,6,5,8,4,2,50,337,3,3,3,4,2,30,1,3,3,7,3,4,3,4,2,4,224,3,8,2,1,3,1,3,4,4,5,9,6,3,2,3,5,5,3,3,4,4,3,1,3,2,1,2,3,3,3,3,4,4,2,1,2,3,2,2,2,3,4,3,4,4,8,18,3,4,2,180,5,9,2,3,4,3,3,4,5,3,4,4,3,3,0,1,5,4,6,3,2,2,4,3,7,4,3,3,10,8,3,3,2,13,2,2,1,3,5,5,4,5,4,2,3,2,4,3,3,2,4,3,4,4,1,3,2,0,0,3,5,3,3,6,3,4,0,4,2,2,2,12,0,2,341,99,4,5,4,304,923,5,5,964,1120,2,340,4,3,0,16,827,5,4,8,4,1494,3,17,858,6,5,1,683,18,2,296,4,969,186,6,4,29,19,77,810,419,2,262,11,475,261,715,70,14,4,2,324,676,2,8,5,324,19,12,3,405,726,402,1521,298,6,284,34,16,975,539,378,221,195,1922,901,758,3,799,1639,675,580,578,926,288,1055,819,2,3,603,1253,1467,316,27,1229,608,8,5,420,3,2,0,5,6,4,20,4,14,3,4,2,2,1,2,1,2,2,2,5,3,3,3,2,1,4,2,1,2,3,6,5,10,4,2,2,3,2,2,2,4,0,6,4,4,3,3,2,2,3,3,2,8,4,1,1,7,4,6,2,3,3,3,2,3,4,3,4,4
1998436.090075,2.278000,97,3,7,5,3,2,4,8,4,4,2,4,17,2,3,2,2,2,2,1,2,4,7,8,10,6,3,1,4,2,12,4,4,2,6,6,5,4,2,2,4,3,4,2,69,20,154,4,2,2,1308,5,4,4,8,4,104,2,86,3,67,4,6,104,4,4,9,4,6,14,3,4,5,4,4,201,5,2,3,538,750,136,3,3,3,42,4,4,3,2,4,3,2,3,5,4,3,4,7,2,9,2,3,5,2,2,2,4,3,2,4,50,4,2,3,3,2,2,4,4,3,4,4,3,2,1,2,2,0,2,1,4,7,2,10,3,3,3,4,1,3,3,3,3,2,2,3,0,3,2,3,1,4,0,4,4,4,3,3,2,2,2,2,3,5,4,2,4,4,5,5,3,1,2,4,4,2,12,2,5,6,2,4,2,2,1,189,4,6,4,2,4,5,3,4,3,2,2,3,3,5,8,2,2,11,4,7,3,2,10,2,5,3,3,1,4,6,3,4,3,2,2,2,13,548,2,2,274,158,2,4,3,0,5,2,3,300,6,644,1066,13,4,4,726,706,4,1,54,13,865,4,12,54,4,4,5,1743,614,3,697,890,8,16,809,56,10,5,1494,1182,3,16,912,424,1187,693,8,1479,26,4,26,87,11,20,1,598,1184,231,240,297,413,202,9,587,14,1287,1018,819,1,1,868,32,320,1437,1087,2,1,869,744,14,655,106,334,552,1024,584,475,3,64,319,499,730,37,422,866,187,158,986,4,11,695,4,1,6,4,2,4,4
1998436.091029,2.279000,98,1299,479,2,2,7,227,659,592,196,67,813,504,458,1624,345,6,12,548,787,658,901,12,825,525,675,960,719,79,14,6,846,2,6,3,918,6,3,3,3,1,2,2,29,2,3,2,2,4,4,9,3,6,2,1,5,2,2,2,4,4,4,3,1,2,3,4,2,4,3,4,4,2,3,2,4,0,1,2,4,4,5,3,15,3,2,4,15,0,2,3,2,171,5,9,7,3,6,10,3,2,4,1509,155,1,4,224,4,14,46,4,0,19,4,1,14,8,0,1,2,4,3,1254,338,328,36,4,50,4,3,7,3,22,5,3,2,4,583,97,3,3,14,2,4,4,4,4,5,3,2,2,4,3,5,4,3,2,4,8,3,1,2,4,2,2,4,3,3,3,3,2,4,5,3,2,0,3,3,4,2,2,3,1,3,3,3,2,2,2,2,3,3,4,5,4,3,3,2,0,2,2,3,3,2,2,2,4,2,4,3,3,4,5,3,4,3,3,1,4,3,3,3,2,3,2,2,6,1,3,2,3,4,7,2,1,2,2,3,3,3,10,4,8,6,8,3,4,6,4,3,6,5,3,3,3,1,3,2,2,2,2,2,4,3,5,2,5,4,2,3,2,2,0,2,2,5,7,18,4,2,1,2,3,6,2,7,2,4,4,4,3,19,68,8,20,2,0,4,38,202,20,4,8,61,211,3,2,0,3,9,512,7,598,17,1,2,358,2,12,12,2,24,1242,14,6,474,2,2,4,811,499,2,408,465,631,3,494
1998436.152387,2.340000,99,22,12,1,5,7,3,38,530,4,32,4,130,3,266,2,4,1218,245,64,4,1,582,6,3,386,2,3,3,514,18,4,4,493,286,5,5,766,840,4,293,16,933,304,236,45,258,72,11,310,6,5,4,681,4,14,724,200,1502,10,557,6,7,2,68,464,3,4,1024,18,11,911,540,4,822,1668,92,5,693,1247,1351,804,29,882,848,491,262,23,613,322,4,556,1256,317,292,675,793,3,3,442,1,8,3,4,4,1,2,3,4,3,5,4,1,2,5,4,2,2,3,3,3,7,7,4,4,2,4,4,3,4,4,3,2,5,2,6,2,4,3,4,4,4,4,6,2,3,3,5,2,6,4,1,2,1,2,4,0,5,4,5,2,4,7,10,12,4,431,3,4,4,50,2,21,16,2,1,2,37,3,344,7,4,21,7,2,3,184,12,1,0,2,6,64,98,71,6,3,3,4,642,4,3,77,8,5,4,34,1,5,40,6,2,11,3,2,1,4,2,4,3,5,5,2,3,3,2,2,3,3,4,2,2,3,6,4,2,3,4,4,4,4,4,4,1,1,3,4,1,2,0,3,3,3,4,4,4,3,3,2,3,3,2,3,1,3,4,4,2,0,12,3,3,3,2,84,3,2,3,1,4,2,1,1,2,2,2,8,3,4,3,5,2,2,3,2,4,3,4,4,4,5,3,3,2,3,4,3,2,2,2,4,5,4,4,3,1,0,2,1,3,2,4,2,4,4,1,2,4,3,3,4,6,4,5,6,2,3
1998436.183755,2.372000,100,2,4,5,5,8,2,2,2,4,4,3,3,4,3,2,3,3,4,3,2,9,2,14,8,3,2,2,1,3,13,2,2,5,3,5,2,4,2,2,3,5,3,57,2,3,2,4,4,0,427,2,6,4,1,667,2,8,3,4,3,3,6,31,42,8,1125,28,2,4,393,3,53,379,3,2,1,12,709,760,3,43,427,4,4,461,4,5,1,10,1528,787,282,4,5,0,4,399,416,3,9,1158,14,5,400,5,6,166,128,1168,276,466,9,468,487,12,3,493,14,11,10,1588,1313,4,2,1231,1368,8,3,2,10,61,12,679,451,25,4,540,1364,888,19,5,1326,44,270,456,335,44,560,524,776,19,326,543,879,129,397,907,891,5,3,5,838,622,2,6,3,6,3,4,4,3,4,3,2,4,2,4,4,5,7,4,5,3,2,9,172,2,6,4,3,4,2,3,4,3,2,4,7,5,10,3,3,5,4,4,1,3,4,5,2,3,6,2,4,3,5,10,4,2,0,2,2,3,2,3,5,3,3,4,3,6,3,3,4,6,5,4,9,36,6,3,4,2,205,379,166,17,358,2,555,7,98,3,4,5,331,2,2,60,93,12,2,10,5,64,2,1,3,3,4,9,10,2,3,21,644,3,3,7,142,3,3,2,2,27,6,4,3,4,4,2,3,0,0,2,1,1,2,4,2,2,4,3,2,2,1,1,2,3,2,4,3,3,3,3,3,1,2,4,3,1,2,4,4,3,4,2,0,0,3,3,2,2,0,4,2
1998436.184005,2.372000,101,4,3,4,5,10,5,4,1,6,3,2,4,4,1,2,4,3,4,3,3,2,2,0,4,3,6,4,3,2,3,1,3,3,5,3,2,6,3,3,2,0,3,2,9,2,3,2,3,4,5,3,1,2,2,4,3,3,3,4,4,4,4,3,2,3,0,3,2,2,2,4,6,4,4,2,3,2,4,3,2,3,2,12,4,4,3,5,2,4,2,5,264,8,3,4,3,5,3,4,3,2,3,3,8,5,3,2,5,3,4,1,3,1,5,4,13,2,3,4,5,16,0,3,3,0,331,616,362,9,545,13,33,4,4,21,7,371,4,2,4,659,504,691,2,43,24,4,1,21,4,2,2,1067,10,14,8,8,10,49,1054,26,8,20,3,30,232,362,1289,47,618,44,3,8,143,523,272,96,420,134,230,1027,6,3,6,10,540,473,4,17,48,8,472,433,20,5,36,1033,439,852,14,357,64,64,396,1434,12,16,74,786,3,9,447,1016,637,547,18,583,100,32,672,732,217,21,405,882,1106,1214,743,691,227,8,801,972,380,67,416,3,6,14,6,3,4,2,6,1,4,8,3,0,1,4,5,2,8,3,2,2,2,0,3,3,3,5,4,4,4,3,2,2,2,5,6,1,4,4,8,6,4,3,3,3,4,2,4,6,3,3,4,4,10,3,3,1,2,4,2,3,2,2,6,9,9,1,2,9,3,1,1,2,148,2,3,3,8,52,6,2,38,3,2,636,85,3,4,4,953,3,3,4,691,4,65,325,2,14,4
1998436.189525,2.381000,102,2,1,4,4,2,0,3,4,2,4,4,4,4,3,7,2,2,3,4,29,14,202,8,46,106,26,2,883,35,0,38,2,25,271,485,3,4,5,42,11,3,2,2,3,9,50,5,6,4,5,8,158,3,2,1,3,2,3,22,3,3,3,2,4,8,2,4,4,2,4,3,4,2,4,1,3,4,2,8,3,27,6,9,1,4,4,2,3,2,2,3,4,4,2,4,4,3,2,6,3,2,2,2,5,0,2,4,3,3,4,2,2,2,1,2,0,2,3,3,3,4,3,4,4,4,9,8,4,4,6,4,3,8,3,2,3,3,2,2,4,2,1,3,4,4,3,2,1,2,2,0,2,4,4,1,4,4,3,4,3,3,4,4,2,3,2,4,2,3,4,2,3,3,4,10,3,8,5,4,3,2,4,1,3,2,95,5,3,4,3,4,4,3,4,4,2,3,2,4,2,3,2,4,4,336,4,2,2,3,3,2,3,416,1,4,428,24,4,2,6,449,4,6,3,24,1323,4,88,278,40,4,224,97,875,2,4,170,700,5,3,9,3,6,2,8,4,20,4,375,456,16,5,669,155,2,203,643,64,5,2,489,852,87,348,32,12,20,3,700,18,329,1448,14,555,210,609,754,6,5,3,575,2,975,25,246,11,800,316,1406,1260,324,3,518,1126,1179,827,603,8,582,288,1345,420,226,2,378,32,787,3,1,2,256,3,5,2,3,3,2,4,4,3,4,3,3,3,3,3,2,2,0,2,2,4,5,3,8,4
1998436.255735,2.448000,103,1144,490,2,445,699,636,32,14,138,872,404,807,700,3,14,136,862,2,1,4,6,3,7,13,4,4,4,2,3,6,2,3,5,2,11,4,5,2,2,3,3,2,62,4,1,3,3,3,6,5,2,2,1,2,5,4,2,3,4,4,4,2,2,3,2,3,6,4,7,1,5,2,5,3,2,1,0,4,3,5,3,2,9,5,6,4,0,3,8,101,11,14,377,6,45,5,2,2,4,4,110,11,526,4,3,6,141,5,37,4,2,6,2,1,3,2,378,3,4,3,4,3,3,2,2,8,6,4,1,2,4,6,3,2,6,4,2,28,1,2,4,6,2,3,3,4,4,2,2,4,4,0,3,2,4,4,3,4,2,66,3,2,7,4,2,6,4,4,3,3,36,3,2,2,2,2,2,3,3,4,2,4,3,3,3,1,4,3,2,2,4,0,3,4,1,3,3,2,1,2,2,3,7,4,4,3,2,0,6,3,4,2,1,1,3,4,3,6,4,4,3,4,4,4,3,5,4,2,3,4,4,3,2,4,2,2,5,4,4,5,4,4,2,2,2,1,3,4,4,3,2,4,4,2,2,2,6,1,4,2,0,3,5,4,4,5,1,2,3,3,4,9,1,3,8,525,6,6,2,5,2,585,536,6,5,2,10,5,17,7,1,178,589,38,530,7,2,162,415,23,1164,22,8,4,6,5,112,324,0,10,6,79,17,8,746,4,2,848,563,515,167,312,48,11,143,44,737,2,1,705,77,2,126,2,7,3
1998436.256534,2.448000,104,5,4,24,337,656,3,2,17,668,46,9,7,14,8,1,8,504,1,4,2,16,4,9,563,862,5,5,5,312,85,2,513,383,25,533,709,10,1249,5,7,3,28,836,1001,20,3,26,266,1282,1210,352,5,452,259,199,610,698,485,66,249,474,1767,312,4,3,61,768,503,345,300,683,283,590,741,941,414,8,5,1390,318,839,2,1562,488,4,4,3,4,3,8,3,283,3,3,4,2,4,2,3,4,3,3,5,5,3,4,5,4,4,4,8,4,2,3,3,3,1,4,2,6,5,13,8,3,2,9,8,1,3,2,3,4,5,3,6,4,3,3,3,6,2,6,2,5,3,4,3,3,4,3,3,2,2,29,2,7,8,3,5,15,19,3,0,7,214,16,3,3,4,4,0,19,88,22,2,2,22,3,3,2,4,4,53,30,2,1152,5,2,2,4,668,3,4,3,5,4,235,3,140,3,4,4,3,3,3,8,3,8,0,1,1,162,2,1,4,4,2,1,5,3,4,2,1,3,3,3,3,2,3,4,3,7,1,16,3,3,2,3,4,2,3,3,2,3,2,1,1,3,3,3,4,4,2,2,2,3,3,4,3,1,3,3,3,2,4,4,3,3,2,2,3,5,2,8,4,5,8,3,3,2,2,3,5,2,2,3,4,3,4,0,4,2,4,3,3,3,4,8,4,4,6,4,4,2,3,3,0,4,4,2,4,4,3,4,4,8,0,2,4,2,2,3,3,4,5,2,3,6,2,3,6,2,10,2,4,3
1998436.262134,2.450000,105,4,4,2,2,4,4,4,2,4,2,1,1,3,4,4,4,2,4,2,1,8,3,8,5,3,4,3,3,2,16,3,4,3,4,3,6,4,6,4,4,4,2,16,6,2,3,4,7,606,33,2,16,4,4,340,88,15,4,4,2,3,16,14,90,188,1,3,5,4,6,6,4,21,5,350,66,21,86,455,2,2,3,99,3,109,4,172,3,4,7,296,168,934,13,266,128,5,637,4,518,6,6,725,1503,631,694,21,266,319,389,610,6,33,371,50,128,956,1254,2,563,857,227,1,9,484,112,768,5,663,1622,911,317,520,58,477,443,747,129,6,398,1308,1159,16,1073,66,104,1,1318,774,475,805,811,4,2,862,682,3,5,4,0,3,2,3,2,12,7,3,7,1,5,2,2,0,3,2,2,8,4,6,5,4,6,2,4,3,141,2,3,8,6,4,5,1,4,3,2,3,0,2,2,5,2,7,2,2,4,3,2,11,2,2,3,12,4,4,5,4,4,4,5,4,4,3,3,5,4,8,6,3,5,3,5,4,3,808,4,6,2,16,5,59,14,6,7,2,272,2,264,352,5,4,52,24,3,8,1094,2,0,4,4,2,2,14,5,12,4,3,4,3,2,11,3,3,3,3,3,4,24,1,18,1,3,32,2,0,3,4,4,3,3,2,2,1,2,2,2,2,9,4,3,4,2,3,4,3,3,2,3,3,2,3,4,3,4,3,2,0,0,3,2,3,3,2,3,0,4,3,2,1,1,2,8,2,2,3,4
1998436.312120,2.500000,106,3,8,2,2,3,4,4,3,4,2,2,3,3,4,2,1,0,4,3,2,1,2,2,2,2,3,4,2,1,1,4,1,4,2,4,3,9,9,3,2,1,4,59,3,8,3,3,3,5,5,2,2,1,4,4,2,2,3,2,3,3,5,0,2,2,4,2,1,1,3,3,2,1,4,5,2,3,5,2,3,3,3,10,4,4,4,8,2,2,6,8,272,6,2,4,4,4,4,8,2,3,2,2,3,3,4,11,4,5,5,8,6,8,4,6,3,1,3,25,8,53,204,4,379,608,2,22,827,224,625,6,1139,3,2,3,305,997,44,1457,2,3,4,898,3,74,410,2,5,215,112,417,5,8,211,1,10,5,8,7,3,3,9,2,316,103,415,293,1219,5,416,730,528,13,33,3,510,60,226,121,666,58,26,4,652,1,146,921,147,5,378,14,14,1183,581,10,457,1456,1019,565,762,528,710,95,844,727,627,11,88,453,707,530,64,436,213,272,12,3,3,103,2,1,1,3,1,5,4,4,1,3,2,3,4,3,4,7,4,2,3,4,2,4,4,2,3,4,2,8,4,2,2,4,2,5,6,1,3,5,3,4,2,2,4,4,2,4,0,4,4,3,3,2,4,6,14,7,9,4,4,3,2,3,4,14,12,2,10,2,3,5,4,6,564,84,200,0,4,2,22,6,209,34,318,4,1,206,3,2,329,171,4,8,286,4,20,6,792,504,2,448,2,3,3,1,6,4,4,3,2,3,3,4,1,0,1,3,3
1998436.323774,2.514000,107,532,4,52,465,6,1,0,3,2,881,4,3,4,2,285,2,412,4,10,2,2,2,624,12,4,10,3,2,55,3,543,2,2,3,5,4,1,3,2,16,1,3,5,1,3,2,4,3,4,2,16,2,2,2,4,2,2,2,3,4,2,6,3,2,2,15,2,4,0,2,5,3,3,3,2,2,3,0,0,3,3,2,4,4,4,4,2,3,3,6,2,1,2,2,2,4,2,3,3,2,2,2,4,1,3,3,3,3,2,3,6,1,4,3,1,1,3,0,4,2,4,5,6,1,1,2,4,2,1,5,3,4,4,3,2,2,2,4,3,2,5,6,3,6,2,3,2,2,4,2,4,4,4,3,4,4,1,6,9,3,2,4,10,6,9,3,0,4,4,10,2,3,8,3,2,2,1,6,4,4,3,5,1,298,2,178,3,4,2,53,1,2,2,3,19,3,599,3,1,235,694,71,4,243,4,4,2,357,1,2,12,2,1,6,383,465,503,16,4,245,614,479,3,8,258,1057,154,266,433,7,531,10,1064,29,4,18,1030,16,3,9,520,645,694,705,698,4,5,1176,441,8,1139,325,15,236,508,957,11,15,1014,1132,776,788,256,1067,175,704,644,767,14,4,1109,1014,1042,612,1145,446,29,10,9,608,2,21,4,948,3,3,242,828,9,4,8,2,2,3,3,1,2,6,4,2,4,4,2,3,3,2,5,4,4,6,4,4,4,4,3,4,8,2,1,5,8,2,3,4,4,4,2,2,2,5,2,2,9,3,4,7
1998436.327453,2.515000,108,3,2,4,3,4,2,2,3,3,4,4,4,3,3,3,0,2,3,3,2,2,2,6,16,3,5,2,2,3,4,2,2,4,2,8,5,4,2,4,5,3,3,142,8,3,3,3,4,3,7,3,1,2,3,3,1,2,0,4,4,8,4,6,1,22,6,4,9,328,0,9,3,4,4,556,20,60,1,4,45,11,4,18,4,5,4,18,5,76,528,645,836,135,3,4,3,2,3,39,196,14,2,27,4,4,0,4,4,3,4,21,2,0,2,8,4,2,3,9,2,4,4,405,4,4,34,3,2,5,5,2,2,22,3,2,2,3,4,1,2,2,3,4,2,3,3,1,4,3,4,3,3,1,1,4,4,4,2,2,2,3,0,2,1,1,2,4,4,4,13,1,2,2,0,2,2,9,3,7,4,4,4,3,2,5,142,4,4,6,3,4,4,1,5,2,2,4,3,3,3,2,4,6,3,2,2,1,4,3,3,2,3,4,4,3,2,4,2,4,5,3,4,2,3,3,7,6,2,2,4,2,2,1,3,4,3,4,2,4,6,6,14,2,0,2,4,846,4,2,0,3,2,158,4,32,93,85,3,379,1101,1026,2,3,13,2,6,2,540,1511,3,53,651,989,2,6,12,16,4,2,372,3,10,200,494,559,673,356,12,103,2,3,167,3,0,4,587,674,430,6,587,52,72,420,415,272,581,3,324,16,243,97,383,251,29,343,494,14,1,228,485,348,280,33,6,632,1813,66,2,328,859,856,1332,652,767,1125,147
