##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时35分54秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时35分59秒.253,5,42,43,42,42,39,23,5,5,18,18,17,17,17,15,4,6,5,5,5,6,6,6,6,5,5,6,5,5,5,5,5,5,946,887,953,782,149,34,4,5,1061,1233,1324,1388,161,34,5,6,930,973,1348,1387,172,34,5,6,1085,1223,1547,1428,164,33,5,7,1073,1370,1545,1373,162,34,5,4,644,833,772,644,147,33,6,5,75,78,77,77,65,25,4,6,79,78,79,79,64,26,6,29230.0,4.0,1547.0,304.48,96.0,1.6052576025557261,3.220996379852295,6.997280120849609
14时35分59秒.372,5,42,43,42,42,39,23,6,6,20,18,17,19,17,15,4,5,5,5,5,6,5,5,5,5,5,5,6,6,5,4,5,5,945,884,948,780,149,34,6,5,1057,1232,1322,1382,160,33,5,4,926,971,1348,1386,171,34,6,5,1081,1223,1548,1429,165,33,8,6,1070,1367,1545,1372,161,33,6,6,642,830,772,644,147,33,6,6,79,80,79,81,67,25,5,5,78,78,80,80,61,25,6,29200.0,4.0,1548.0,304.17,96.0,1.6042810759616544,3.221198558807373,6.999588966369629
14时35分59秒.455,5,42,42,43,42,39,23,6,5,20,20,19,19,19,15,5,5,5,5,5,7,5,6,5,6,5,6,5,4,5,5,6,6,943,884,948,780,149,34,5,6,1058,1236,1327,1391,160,34,5,5,928,972,1348,1388,171,34,6,6,1081,1225,1549,1429,165,33,6,6,1070,1373,1546,1372,161,33,5,5,644,836,777,646,147,33,5,5,79,81,80,81,68,25,4,5,78,79,80,80,61,25,5,29256.0,4.0,1549.0,304.75,96.0,1.6038279239434354,3.221198558807373,6.999588966369629
14时35分59秒.556,5,43,43,43,42,39,23,4,4,19,19,18,18,18,15,5,6,5,5,5,6,5,5,6,4,5,5,5,5,5,5,5,6,946,893,950,782,149,32,5,5,1060,1238,1328,1394,161,34,5,5,930,976,1350,1394,171,33,5,6,1084,1227,1551,1431,165,33,6,6,1070,1375,1546,1377,163,33,5,5,644,835,774,646,148,33,5,5,78,80,80,79,68,25,5,5,78,79,80,79,63,25,5,29294.0,4.0,1551.0,305.15,96.0,1.6050911588069485,3.221198558807373,6.999588966369629
14时35分59秒.653,5,42,43,43,43,38,22,5,5,19,21,18,20,18,15,5,5,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,4,946,891,949,782,149,32,5,6,1059,1238,1330,1394,161,34,4,5,930,976,1351,1390,171,33,6,6,1083,1227,1549,1427,165,34,6,5,1070,1376,1546,1375,162,35,5,5,644,837,777,646,148,33,5,6,78,80,81,80,68,25,5,5,78,79,79,80,61,25,5,29292.0,4.0,1549.0,305.12,96.0,1.604362875555849,3.2201967239379883,6.998327255249023
14时35分59秒.755,5,42,43,44,44,40,23,5,5,19,20,20,19,20,17,5,5,5,5,5,6,5,6,5,5,5,6,6,6,6,5,5,4,946,891,949,781,149,32,5,6,1064,1241,1330,1395,161,33,8,5,930,976,1351,1390,171,34,5,5,1084,1227,1548,1428,165,34,5,6,1072,1377,1545,1374,162,34,5,5,645,837,778,645,148,33,6,5,78,80,81,80,68,26,5,5,79,79,81,80,63,25,5,29322.0,4.0,1548.0,305.44,96.0,1.6029622053318189,3.2201967239379883,6.998327255249023
14时35分59秒.869,6,42,43,44,44,40,23,6,6,19,20,20,21,19,16,5,4,5,5,5,5,5,7,5,5,6,5,5,5,5,5,5,5,944,892,949,781,149,32,5,5,1063,1242,1330,1390,161,33,4,5,930,977,1351,1390,172,34,5,6,1082,1229,1548,1427,166,34,6,6,1071,1377,1546,1374,162,33,6,5,645,837,779,648,148,33,5,6,79,80,81,81,68,26,6,5,78,79,80,80,63,25,5,29320.0,4.0,1548.0,305.42,96.0,1.6028040167627786,3.220702648162842,6.997407913208008
14时35分59秒.955,4,43,43,44,44,40,23,4,6,21,20,20,21,19,16,5,5,5,5,5,6,6,5,5,6,6,5,5,6,5,6,5,6,945,891,949,782,150,33,5,5,1063,1242,1331,1392,162,34,6,5,930,978,1351,1390,172,34,5,6,1083,1229,1549,1428,166,33,6,5,1072,1377,1545,1376,163,33,6,5,645,835,777,645,148,33,6,5,79,80,80,81,69,26,5,6,78,79,79,80,63,25,5,29331.0,4.0,1549.0,305.53,96.0,1.602498072534381,3.220702648162842,6.997407913208008
14时36分00秒.069,5,43,44,45,44,40,23,5,5,21,20,20,21,19,16,5,6,6,5,6,5,6,6,5,6,5,5,5,4,5,5,6,5,946,891,948,781,150,33,5,6,1064,1242,1331,1394,162,34,6,6,932,978,1352,1390,172,33,6,5,1085,1229,1551,1428,167,33,6,5,1073,1377,1545,1375,163,32,6,6,645,835,776,645,149,33,6,5,79,80,80,79,68,26,6,5,77,79,78,80,63,25,5,29339.0,4.0,1551.0,305.61,96.0,1.6026172666913976,3.220747232437134,6.994359016418457
14时36分00秒.169,6,42,44,44,44,39,23,5,5,20,20,20,20,19,16,5,4,5,6,5,5,7,5,4,5,6,6,5,5,5,5,5,5,946,891,947,781,151,33,6,6,1064,1242,1329,1394,163,33,5,5,931,978,1351,1390,172,32,6,6,1081,1225,1546,1427,166,33,5,5,1060,1362,1533,1369,163,32,6,5,629,822,765,633,145,32,6,6,79,80,81,80,68,26,5,6,78,79,78,79,63,25,6,29211.0,4.0,1546.0,304.28,96.0,1.6037551049221728,3.220747232437134,6.994359016418457
14时36分00秒.254,5,42,45,43,44,39,21,5,5,20,20,19,20,19,16,5,4,6,5,6,5,6,5,6,6,5,6,5,4,5,5,5,5,944,895,953,784,151,32,5,4,1058,1236,1324,1391,163,33,6,6,931,978,1354,1395,172,32,5,4,1079,1225,1550,1422,166,33,6,5,1070,1375,1545,1377,163,33,5,5,640,834,774,643,149,33,6,5,79,81,81,81,68,25,5,5,77,79,79,79,63,24,5,29287.0,4.0,1550.0,305.07,96.0,1.6036911075227898,3.220747232437134,6.994359016418457
14时36分00秒.355,6,47,45,45,45,40,21,5,5,20,20,19,19,19,16,5,5,5,6,5,5,5,6,6,5,6,5,6,7,6,4,4,6,949,896,955,787,151,32,5,5,1063,1242,1333,1397,162,32,6,5,933,978,1354,1397,172,31,5,5,1082,1229,1556,1427,166,33,5,5,1070,1379,1549,1380,163,30,5,5,641,834,775,644,148,31,5,5,77,80,80,79,67,25,4,5,77,77,79,80,63,24,5,29353.0,4.0,1556.0,305.76,96.0,1.6048938669748822,3.219585657119751,6.99023962020874
14时36分00秒.454,4,44,45,45,45,40,21,6,4,20,20,19,19,19,15,5,5,5,5,6,7,6,6,5,5,6,5,5,6,6,6,5,6,958,906,967,793,152,31,7,5,1067,1246,1337,1403,162,30,5,6,933,979,1354,1398,172,31,5,5,1082,1230,1556,1429,167,32,5,5,1073,1379,1549,1376,164,33,5,5,644,834,776,646,148,31,6,6,79,80,81,80,68,25,6,6,77,77,79,80,63,24,6,29430.0,4.0,1556.0,306.56,96.0,1.6036110489136146,3.219585657119751,6.99023962020874
14时36分00秒.554,6,45,46,46,46,41,21,6,5,20,20,19,19,19,15,6,5,4,5,6,5,5,6,6,6,5,5,5,6,5,5,6,4,955,901,965,792,152,31,5,6,1065,1247,1338,1408,164,31,5,5,935,979,1354,1395,173,32,6,6,1086,1231,1556,1427,169,32,6,5,1075,1380,1549,1376,164,31,6,6,646,838,779,648,151,31,6,5,79,80,81,80,68,25,4,5,79,80,79,81,64,24,5,29456.0,4.0,1556.0,306.83,96.0,1.602443195058992,3.219585657119751,6.99023962020874
14时36分00秒.652,4,45,46,46,47,41,21,5,5,20,20,21,19,19,15,5,5,6,6,6,6,6,6,5,5,6,6,5,6,5,6,6,6,956,904,968,792,154,31,5,5,1072,1249,1341,1407,167,31,5,5,935,979,1354,1396,176,32,5,5,1085,1230,1559,1429,169,32,5,5,1076,1380,1549,1376,165,31,5,8,646,837,779,648,151,30,5,5,79,81,82,83,68,25,5,5,78,79,79,79,64,24,5,29491.0,4.0,1559.0,307.2,96.0,1.601705862878917,3.219914436340332,6.988250732421875
14时36分00秒.752,5,45,46,46,47,41,21,5,5,19,20,19,19,19,15,6,5,5,5,7,6,6,6,5,5,4,5,6,5,5,5,5,5,960,907,971,794,154,31,5,6,1072,1249,1341,1407,165,31,6,6,935,980,1354,1396,176,32,6,5,1088,1230,1558,1430,169,32,6,4,1075,1380,1550,1377,167,31,5,5,647,841,782,649,150,30,5,6,80,81,82,82,68,25,5,4,77,79,79,79,64,24,4,29507.0,4.0,1558.0,307.36,96.0,1.6021291297343745,3.219914436340332,6.988250732421875
14时36分00秒.868,5,45,46,46,46,41,21,5,5,19,19,19,19,19,15,5,4,6,5,5,5,5,6,5,5,6,5,6,5,4,4,5,5,963,907,971,795,154,31,6,5,1072,1249,1344,1405,164,31,5,5,935,978,1354,1396,175,32,5,5,1087,1230,1558,1430,169,32,4,5,1076,1379,1550,1378,166,31,5,6,648,841,783,649,150,30,4,5,79,81,81,81,68,25,6,5,77,78,79,79,63,24,6,29496.0,4.0,1558.0,307.25,96.0,1.6031907752430377,3.218945026397705,6.989354610443115
14时36分00秒.952,5,45,46,46,45,41,21,6,5,19,19,19,19,18,15,5,5,5,4,5,5,7,5,5,5,5,4,5,4,4,5,5,6,961,907,971,796,153,31,6,5,1075,1251,1345,1404,164,31,5,5,937,980,1355,1396,175,32,6,6,1087,1230,1558,1432,169,31,5,5,1076,1379,1550,1379,166,31,5,5,648,844,783,651,150,31,6,5,79,81,81,81,68,25,5,6,77,78,79,78,63,24,5,29511.0,4.0,1558.0,307.41,96.0,1.603262285375455,3.218945026397705,6.989354610443115
14时36分01秒.068,5,45,45,46,45,40,21,6,5,19,19,18,18,17,14,5,5,5,5,5,6,6,7,5,6,6,6,6,7,6,5,5,5,962,911,971,796,153,31,5,5,1075,1251,1341,1404,163,31,5,5,938,980,1355,1398,175,32,6,5,1087,1231,1557,1432,168,31,5,5,1076,1382,1550,1380,165,31,6,5,649,844,783,651,150,31,5,5,81,83,83,82,69,24,6,6,77,78,79,79,63,24,5,29530.0,5.0,1557.0,307.6,96.0,1.6024405442933947,3.218945026397705,6.989354610443115
14时36分01秒.153,6,44,45,45,45,40,21,6,5,18,18,20,18,19,14,5,5,5,5,5,5,5,5,5,5,5,4,6,5,5,5,6,5,964,909,971,794,152,31,6,5,1075,1252,1340,1402,164,31,5,5,936,981,1354,1397,173,32,7,5,1087,1231,1558,1432,167,31,6,6,1076,1382,1550,1380,164,31,5,5,649,843,782,651,150,31,5,6,81,84,83,82,69,24,5,6,77,78,78,79,62,24,6,29512.0,4.0,1558.0,307.42,96.0,1.6031865837343389,3.218080759048462,6.992037296295166
14时36分01秒.254,5,44,44,45,45,40,21,5,5,20,20,18,18,18,14,5,5,6,5,5,5,6,7,7,5,5,6,6,6,5,5,5,5,965,910,970,795,152,31,5,5,1077,1252,1341,1402,164,31,5,5,937,981,1356,1398,173,32,5,5,1087,1232,1559,1432,166,31,5,6,1080,1382,1550,1381,164,32,5,5,649,843,782,651,150,31,5,5,81,83,84,83,69,24,5,5,77,78,78,79,63,24,5,29529.0,5.0,1559.0,307.59,96.0,1.603188844853848,3.218080759048462,6.992037296295166
14时36分01秒.353,5,44,45,45,45,40,21,5,5,19,22,21,21,21,16,5,5,6,6,4,6,6,7,5,4,5,5,6,5,5,6,6,4,965,910,967,795,151,31,6,5,1079,1252,1341,1399,163,31,6,6,937,982,1356,1397,173,32,6,5,1086,1231,1558,1429,166,31,5,6,1078,1382,1550,1381,164,32,5,6,653,849,786,653,150,31,5,5,81,84,83,83,70,25,5,5,77,78,78,79,63,24,5,29548.0,4.0,1558.0,307.79,96.0,1.6015158271468266,3.21791672706604,6.990896224975586
14时36分01秒.452,6,44,45,45,45,40,21,5,4,19,20,21,20,20,16,5,5,6,5,5,5,5,6,4,5,7,6,5,5,5,5,5,6,968,913,968,795,152,31,5,5,1076,1252,1341,1397,164,32,5,6,938,982,1357,1399,174,32,5,5,1087,1231,1558,1429,168,32,5,4,1079,1382,1550,1382,165,32,6,5,651,847,785,651,149,33,5,5,82,83,84,83,69,26,5,5,77,79,78,80,63,24,6,29553.0,4.0,1558.0,307.84,96.0,1.601494061611643,3.21791672706604,6.990896224975586
14时36分01秒.569,5,44,45,45,45,40,21,4,5,19,20,21,20,19,16,4,5,7,5,4,5,6,6,5,5,6,6,5,5,6,6,5,5,965,915,969,795,152,31,5,5,1077,1252,1343,1400,164,32,5,6,937,982,1357,1400,173,32,6,5,1087,1231,1558,1429,168,32,6,5,1079,1383,1550,1384,165,32,5,5,651,848,785,652,149,33,5,5,82,83,84,83,69,26,4,5,78,79,79,80,62,24,5,29563.0,4.0,1558.0,307.95,96.0,1.6016921442620664,3.2177891731262207,6.991830825805664
14时36分01秒.652,5,43,44,45,45,40,21,5,5,22,22,21,20,21,16,5,5,5,4,5,6,6,6,5,6,5,5,6,5,5,4,4,5,968,913,969,795,152,31,5,4,1079,1252,1342,1399,164,32,6,6,937,982,1357,1400,173,32,5,5,1089,1234,1559,1430,168,32,5,6,1080,1385,1553,1385,165,32,5,5,651,849,787,653,150,32,6,5,82,84,84,83,69,26,5,5,77,78,79,80,63,24,5,29585.0,4.0,1559.0,308.18,96.0,1.601575236751714,3.2177891731262207,6.991830825805664
14时36分01秒.751,5,43,44,45,45,40,21,5,5,22,21,22,20,21,16,6,5,5,5,5,6,8,6,6,5,6,5,6,6,6,5,5,5,968,913,968,795,152,31,6,6,1079,1252,1341,1398,164,32,5,5,938,983,1357,1399,173,32,6,6,1090,1233,1559,1433,168,32,5,6,1080,1383,1553,1385,164,32,5,6,651,847,785,653,149,32,5,4,81,83,84,83,69,26,5,5,78,79,79,80,63,24,5,29589.0,4.0,1559.0,308.22,96.0,1.6009088763829535,3.2177891731262207,6.991830825805664
14时36分01秒.868,6,44,45,46,46,40,21,5,6,21,21,21,20,21,16,6,5,4,5,5,4,6,5,6,5,5,4,6,5,5,5,5,6,968,913,968,795,152,31,6,5,1079,1254,1341,1399,164,32,6,5,938,983,1356,1399,173,32,6,5,1092,1233,1561,1433,166,32,5,5,1080,1384,1553,1387,164,32,5,5,653,848,785,653,149,31,5,6,81,83,84,83,69,26,5,6,78,79,79,80,63,24,5,29593.0,4.0,1561.0,308.26,96.0,1.601558912011895,3.2173655033111572,6.991197109222412
14时36分01秒.953,5,44,45,46,46,41,22,5,6,21,21,21,22,21,16,5,5,5,5,5,5,7,6,5,6,5,5,6,5,6,5,5,5,967,913,968,796,152,31,5,5,1080,1254,1341,1402,164,32,6,6,938,984,1358,1400,172,32,4,5,1092,1234,1558,1433,166,32,5,5,1081,1385,1553,1386,164,32,6,6,653,848,785,653,149,31,6,6,83,84,85,84,69,26,5,5,78,79,79,80,63,24,5,29611.0,4.0,1558.0,308.45,96.0,1.600766726310608,3.2173655033111572,6.991197109222412
14时36分02秒.068,6,45,45,45,44,41,22,5,7,21,22,21,22,21,16,6,5,5,5,6,5,5,5,6,5,6,5,6,5,5,5,5,5,968,914,969,799,152,31,5,5,1078,1253,1339,1401,163,32,5,5,938,984,1358,1400,172,32,6,5,1089,1234,1558,1433,166,32,5,5,1081,1385,1553,1386,164,32,5,6,651,848,785,653,149,31,5,6,84,85,85,85,70,23,6,5,77,77,78,78,61,23,5,29596.0,5.0,1558.0,308.29,96.0,1.6013861446317588,3.2173655033111572,6.991197109222412
14时36分02秒.168,6,43,45,45,44,40,21,6,5,21,21,21,21,21,16,5,6,5,5,5,5,4,6,5,6,5,5,5,4,5,5,5,5,964,914,966,797,152,30,5,5,1078,1256,1344,1402,162,32,5,4,939,985,1357,1400,172,32,6,6,1089,1234,1560,1433,167,32,5,5,1080,1385,1553,1386,163,32,6,5,651,849,785,653,149,31,5,6,84,85,85,85,70,24,5,5,75,77,78,78,61,23,5,29584.0,4.0,1560.0,308.17,96.0,1.6027282949340245,3.2168402671813965,6.991042613983154
14时36分02秒.252,5,43,44,45,44,39,21,5,4,21,21,21,21,21,16,5,4,5,4,5,5,6,5,5,5,5,4,5,5,5,5,5,5,964,912,968,797,152,31,5,5,1078,1256,1344,1401,163,32,6,5,938,985,1358,1401,173,32,4,4,1089,1234,1558,1433,167,32,5,5,1080,1385,1553,1386,164,32,5,6,650,847,785,652,149,31,6,6,84,85,85,85,70,25,5,5,76,77,77,78,61,23,4,29573.0,4.0,1558.0,308.05,96.0,1.603202968046154,3.2168402671813965,6.991042613983154
14时36分02秒.352,5,44,44,45,45,41,21,5,5,21,21,21,21,21,18,5,4,6,4,5,5,5,5,6,5,5,6,5,5,4,5,5,5,966,913,967,796,152,31,5,5,1078,1256,1342,1401,163,32,5,6,938,984,1359,1401,173,32,6,6,1090,1234,1559,1436,167,32,5,5,1077,1385,1551,1386,164,32,5,5,650,848,785,652,149,32,6,5,84,86,85,84,70,25,5,5,77,77,77,79,63,23,5,29590.0,4.0,1559.0,308.23,96.0,1.6019759975289043,3.2168402671813965,6.991042613983154
14时36分02秒.452,5,44,47,46,47,42,21,6,6,22,21,21,21,20,17,5,7,6,5,5,5,6,4,6,4,5,6,4,5,5,5,5,5,966,913,967,796,152,31,6,5,1080,1256,1343,1402,163,32,5,6,938,984,1359,1401,173,32,5,5,1088,1235,1559,1434,168,32,5,6,1081,1386,1553,1386,164,33,6,6,651,850,785,652,149,32,5,5,84,86,85,85,71,25,5,5,77,77,79,79,63,24,6,29621.0,4.0,1559.0,308.55,96.0,1.6005425082224207,3.217902898788452,6.990057945251465
14时36分02秒.551,5,45,47,46,47,42,21,5,5,21,21,21,21,20,19,5,5,6,5,5,5,5,6,5,5,5,4,5,6,5,5,5,6,966,913,968,796,152,31,5,5,1080,1256,1344,1402,163,32,4,6,940,985,1361,1402,173,32,5,5,1089,1235,1559,1434,167,32,5,5,1081,1385,1553,1386,164,32,5,5,652,850,785,654,149,32,5,5,84,86,85,85,71,25,5,4,77,77,78,79,63,24,6,29623.0,4.0,1559.0,308.57,96.0,1.6011229069653006,3.217902898788452,6.990057945251465
14时36分02秒.652,5,47,46,46,47,40,21,6,5,21,21,21,21,20,16,5,5,5,5,4,5,5,5,4,5,6,5,5,4,4,5,5,6,966,913,968,795,152,31,5,5,1080,1256,1344,1402,164,32,5,5,940,986,1361,1402,174,32,6,6,1089,1235,1559,1433,167,32,6,5,1081,1385,1553,1386,164,32,5,5,652,850,785,654,150,32,6,5,84,85,85,85,71,25,5,5,77,78,79,79,63,24,4,29621.0,4.0,1559.0,308.55,96.0,1.6012199531281512,3.217902898788452,6.990057945251465
14时36分02秒.753,6,47,45,46,46,41,21,5,6,21,21,21,21,20,16,6,4,6,6,5,5,5,5,5,5,6,5,6,5,6,5,5,5,967,914,968,796,152,32,6,6,1081,1257,1344,1401,164,32,6,5,941,986,1361,1401,173,32,5,5,1089,1235,1559,1433,168,32,5,6,1081,1387,1553,1385,164,32,5,6,653,852,786,654,150,32,5,5,84,85,86,85,71,25,5,5,78,78,79,79,63,25,5,29643.0,4.0,1559.0,308.78,96.0,1.6001065768459946,3.217066526412964,6.990638732910156
14时36分02秒.852,6,45,45,45,45,40,21,6,4,21,21,21,21,20,16,6,4,6,5,5,6,5,6,6,6,6,5,5,5,4,5,7,6,966,915,967,796,152,32,5,5,1083,1258,1345,1401,164,32,4,6,940,985,1361,1399,173,32,6,5,1089,1235,1558,1433,168,32,6,6,1081,1387,1553,1385,164,32,5,5,653,851,787,656,149,33,6,5,84,86,86,86,71,25,4,4,78,79,79,81,63,25,4,29641.0,4.0,1558.0,308.76,96.0,1.6001728586451867,3.217066526412964,6.990638732910156
14时36分02秒.952,5,45,44,45,45,40,22,4,6,21,21,21,21,20,16,6,6,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,4,966,916,968,797,153,32,5,6,1084,1258,1345,1404,164,32,5,6,940,985,1360,1401,173,32,5,5,1091,1235,1558,1433,168,32,6,5,1083,1385,1553,1383,164,32,6,6,654,851,787,655,149,33,6,6,84,85,86,86,71,25,5,5,78,79,80,81,63,25,6,29653.0,4.0,1558.0,308.89,96.0,1.5998419858879334,3.217066526412964,6.990638732910156
14时36分03秒.052,3,45,45,47,45,39,22,5,5,21,20,21,21,20,16,5,5,5,5,5,6,6,5,6,5,4,5,5,5,5,4,6,6,967,917,968,797,152,32,6,6,1084,1258,1347,1406,164,33,5,6,943,985,1361,1401,174,32,6,6,1091,1235,1558,1433,168,34,5,6,1084,1386,1553,1385,165,32,5,4,654,851,786,655,149,32,5,5,84,86,86,85,71,26,5,5,78,78,79,80,63,25,7,29663.0,3.0,1558.0,308.99,96.0,1.6001908690733775,3.2180662155151367,6.992330551147461
14时36分03秒.151,5,45,45,47,46,41,22,6,5,20,20,21,20,20,16,5,6,5,5,5,5,5,5,5,5,5,5,6,5,5,6,6,6,969,920,972,799,152,32,6,6,1085,1259,1347,1406,164,33,6,6,942,985,1361,1402,174,32,6,6,1092,1235,1557,1434,168,33,5,6,1083,1386,1553,1386,165,32,5,5,655,851,786,655,150,32,6,5,84,85,85,85,71,26,5,5,78,78,79,79,63,25,5,29682.0,5.0,1557.0,309.19,96.0,1.5997794674443735,3.2180662155151367,6.992330551147461
14时36分03秒.253,6,44,44,45,45,41,22,5,6,20,22,21,20,19,16,5,4,5,6,6,5,6,5,5,5,6,5,6,5,4,6,6,5,970,919,971,799,152,32,6,5,1085,1259,1346,1406,164,33,5,5,941,985,1361,1403,173,33,5,6,1092,1233,1556,1434,168,33,6,5,1083,1386,1554,1386,164,32,5,5,655,851,786,655,150,32,5,6,84,86,85,86,70,26,4,5,78,78,79,79,63,25,5,29670.0,4.0,1556.0,309.06,96.0,1.6003585938702392,3.2173912525177,6.990664005279541
14时36分03秒.352,5,44,44,45,45,41,21,5,6,22,20,21,20,19,16,4,4,5,5,5,5,5,5,4,5,6,6,5,5,5,5,5,5,970,920,971,799,152,32,6,5,1082,1258,1346,1405,164,33,5,5,941,985,1361,1403,174,32,5,5,1092,1235,1560,1434,168,33,5,5,1084,1386,1556,1387,165,32,5,5,656,851,787,655,150,32,5,4,83,85,85,85,70,26,6,5,78,79,80,81,63,23,5,29668.0,4.0,1560.0,309.04,96.0,1.6012565255673719,3.2173912525177,6.990664005279541
14时36分03秒.451,5,44,45,46,45,41,22,6,5,21,20,19,20,19,16,6,5,5,5,4,5,5,5,6,6,5,6,5,6,5,5,5,4,968,919,971,799,154,32,5,6,1082,1259,1348,1405,164,33,6,5,941,985,1361,1403,174,32,5,6,1092,1233,1559,1434,168,32,5,5,1084,1385,1556,1388,165,32,5,6,658,852,789,658,150,31,7,5,83,85,85,85,70,25,5,5,78,79,80,80,63,24,5,29681.0,4.0,1559.0,309.18,96.0,1.6004884720523382,3.2173912525177,6.990664005279541
14时36分03秒.555,4,43,44,46,43,40,21,6,5,20,20,21,20,19,15,5,6,5,6,6,6,6,5,6,5,6,5,5,6,7,5,6,5,966,916,968,796,152,31,6,5,1083,1257,1347,1405,163,33,5,6,940,982,1359,1401,173,31,5,5,1096,1235,1562,1434,168,32,5,5,1084,1385,1555,1387,164,32,5,6,657,849,786,655,150,31,5,6,84,85,87,86,70,25,6,5,79,79,80,80,63,24,5,29655.0,4.0,1562.0,308.91,96.0,1.600953737279649,3.216944932937622,6.99418306350708
14时36分03秒.655,6,43,44,44,44,40,21,5,5,19,20,20,20,19,15,5,5,6,5,5,5,5,6,7,5,5,5,7,5,6,5,5,4,970,918,970,799,152,32,4,6,1084,1259,1348,1405,163,33,6,5,942,986,1362,1401,173,31,5,5,1097,1237,1562,1434,166,32,8,5,1084,1385,1554,1386,164,32,6,5,657,851,788,657,150,31,5,6,82,85,84,84,69,25,5,5,79,80,80,80,63,24,6,29673.0,4.0,1562.0,309.09,96.0,1.6015870632448097,3.216944932937622,6.99418306350708
14时36分03秒.754,5,43,44,45,44,40,22,5,5,21,20,20,20,19,15,4,6,5,5,5,5,6,7,6,6,5,5,5,6,6,5,4,6,970,918,971,798,152,32,5,6,1084,1258,1348,1404,163,33,8,5,940,986,1361,1401,173,32,5,5,1095,1235,1561,1434,167,32,5,6,1084,1385,1555,1384,163,32,6,5,655,850,786,656,150,31,5,5,83,85,85,84,69,26,5,5,79,80,81,81,63,24,5,29665.0,4.0,1561.0,309.01,96.0,1.6010238964389585,3.216944932937622,6.99418306350708
14时36分03秒.850,5,43,44,44,44,38,21,4,5,20,20,20,18,19,15,6,6,5,6,5,6,5,5,5,5,6,5,6,5,5,5,5,5,971,921,979,802,152,32,5,5,1087,1259,1348,1406,163,33,6,6,945,986,1362,1403,173,33,6,6,1098,1238,1562,1435,168,32,6,5,1085,1386,1555,1385,164,32,5,5,659,855,790,658,151,32,5,6,81,85,85,84,69,26,5,5,79,80,81,81,63,24,5,29715.0,4.0,1562.0,309.53,96.0,1.6011053916001834,3.215766429901123,6.994228363037109
14时36分03秒.952,5,43,44,44,44,39,22,5,5,20,19,20,18,19,17,5,5,5,5,4,6,6,5,5,6,6,5,5,5,5,5,5,5,976,921,977,802,153,32,6,4,1090,1259,1349,1406,164,32,5,5,945,986,1363,1403,173,33,5,5,1098,1239,1564,1438,168,32,6,5,1087,1388,1556,1388,165,33,6,6,660,856,792,658,151,32,4,5,81,84,85,84,70,26,6,5,79,80,81,81,63,24,5,29742.0,4.0,1564.0,309.81,96.0,1.6012434736928858,3.215766429901123,6.994228363037109
14时36分04秒.052,5,44,45,44,45,40,23,5,6,20,19,20,20,19,16,4,6,4,6,5,6,6,6,6,6,5,5,7,4,5,5,5,5,975,922,980,802,153,32,6,6,1088,1259,1351,1406,164,32,7,6,945,988,1364,1404,173,33,5,5,1100,1239,1564,1439,168,33,6,6,1087,1388,1556,1387,165,33,6,5,661,856,791,658,151,32,5,6,82,84,84,84,70,25,5,6,79,80,81,81,63,24,6,29769.0,4.0,1564.0,310.09,96.0,1.5999389014308925,3.216517210006714,6.992189884185791
14时36分04秒.152,6,44,45,45,45,40,22,5,5,19,19,20,19,18,15,4,4,5,5,5,8,7,5,5,6,6,6,4,6,8,5,5,5,975,923,980,803,152,32,6,5,1088,1259,1351,1406,164,33,6,6,945,987,1365,1404,174,33,6,6,1100,1239,1564,1439,168,32,6,5,1087,1388,1559,1388,165,33,6,5,661,854,791,658,151,32,6,5,81,84,84,84,70,25,5,5,78,80,81,81,63,24,5,29767.0,4.0,1564.0,310.07,96.0,1.6005126779025092,3.216517210006714,6.992189884185791
14时36分04秒.255,5,44,46,45,45,40,21,5,5,19,19,20,19,20,15,5,5,6,5,6,5,6,6,5,5,6,6,6,5,6,5,6,5,976,924,981,803,152,33,5,5,1089,1258,1350,1406,164,33,5,5,944,987,1365,1406,174,33,4,6,1100,1237,1564,1438,168,32,6,4,1087,1388,1558,1388,165,33,6,4,661,854,791,660,151,32,7,6,83,85,85,84,70,25,5,5,78,80,81,81,63,24,5,29769.0,4.0,1564.0,310.09,96.0,1.6003264822120205,3.216987371444702,6.992156505584717
