##设备信息
设备名称,自适应设备
行数,12
列数,8
数据点数,96
显示模式,ADC
下位机基准单位,raw
上位机展示单位,raw
录制频率,raw
录制时间,2026年07月10日_14时35分54秒
##数据开始
时间戳,通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16,通道17,通道18,通道19,通道20,通道21,通道22,通道23,通道24,通道25,通道26,通道27,通道28,通道29,通道30,通道31,通道32,通道33,通道34,通道35,通道36,通道37,通道38,通道39,通道40,通道41,通道42,通道43,通道44,通道45,通道46,通道47,通道48,通道49,通道50,通道51,通道52,通道53,通道54,通道55,通道56,通道57,通道58,通道59,通道60,通道61,通道62,通道63,通道64,通道65,通道66,通道67,通道68,通道69,通道70,通道71,通道72,通道73,通道74,通道75,通道76,通道77,通道78,通道79,通道80,通道81,通道82,通道83,通道84,通道85,通道86,通道87,通道88,通道89,通道90,通道91,通道92,通道93,通道94,通道95,通道96,总值,最小值,最大值,平均值,受力面积,RSD,重心X,重心Y
14时36分04秒.355,5,44,46,46,46,40,22,5,6,19,19,20,19,18,15,5,5,6,4,5,5,5,5,6,5,5,5,7,5,6,5,5,6,977,922,981,804,153,33,6,5,1089,1258,1350,1406,164,33,6,5,945,987,1366,1408,174,33,5,6,1100,1237,1565,1438,169,32,5,5,1089,1388,1558,1388,165,33,6,5,661,854,791,660,151,32,5,5,83,85,85,84,70,25,6,5,79,80,81,81,63,24,6,29780.0,4.0,1565.0,310.21,96.0,1.6001317589215167,3.216987371444702,6.992156505584717
14时36分04秒.454,5,46,47,48,47,42,22,5,5,21,21,20,19,21,15,5,5,6,5,5,5,5,6,5,5,5,5,6,5,5,5,6,4,976,920,981,803,153,33,5,5,1089,1257,1350,1406,164,33,8,5,945,987,1366,1408,174,33,6,6,1099,1236,1565,1439,168,33,6,5,1089,1386,1557,1385,165,33,6,6,661,852,788,657,150,33,4,5,83,84,84,83,69,25,5,5,79,80,81,81,63,24,5,29769.0,4.0,1565.0,310.09,96.0,1.5995726274753703,3.216987371444702,6.992156505584717
14时36分04秒.554,5,47,46,48,48,42,22,5,6,20,20,20,18,19,15,6,5,5,5,5,6,6,5,5,5,6,6,6,5,5,5,5,5,976,923,982,804,151,33,5,5,1091,1257,1350,1406,164,33,6,5,945,987,1366,1407,173,33,7,6,1100,1237,1566,1439,166,33,5,5,1088,1386,1557,1386,164,33,6,6,661,853,791,657,150,32,5,4,79,81,84,82,68,25,5,6,79,80,81,81,64,24,4,29765.0,4.0,1566.0,310.05,96.0,1.6006185371994694,3.2162439823150635,6.987451553344727
14时36分04秒.652,5,45,46,47,47,42,21,5,7,20,20,22,20,19,17,4,6,5,6,5,7,5,5,5,5,5,6,5,5,5,5,4,6,976,923,983,804,151,33,5,7,1091,1258,1350,1406,163,33,6,5,945,987,1365,1408,173,33,6,5,1100,1239,1567,1439,166,33,6,6,1088,1386,1557,1386,164,33,5,6,661,853,792,657,149,32,5,5,82,82,84,84,69,26,5,5,79,80,81,81,64,25,5,29780.0,4.0,1567.0,310.21,96.0,1.5999929356428555,3.2162439823150635,6.987451553344727
14时36分04秒.752,5,45,47,46,47,42,22,6,5,20,20,21,20,19,16,5,6,7,5,6,5,7,6,5,6,6,6,6,6,4,6,5,6,977,921,983,803,151,33,5,5,1091,1259,1350,1406,162,33,7,5,945,987,1365,1408,172,33,5,6,1100,1239,1567,1440,166,33,5,5,1088,1386,1556,1385,164,33,5,5,660,854,792,658,149,32,5,5,81,82,84,83,69,26,5,5,79,80,80,81,64,25,5,29777.0,4.0,1567.0,310.18,96.0,1.600106097417538,3.2162439823150635,6.987451553344727
14时36分04秒.852,5,46,46,47,47,41,22,6,6,20,20,21,20,19,16,6,6,5,6,6,5,5,6,5,5,6,6,5,5,5,5,5,6,976,922,983,803,151,32,4,5,1091,1259,1349,1406,163,33,6,6,945,987,1365,1407,172,33,5,5,1100,1239,1567,1440,166,33,5,5,1088,1386,1556,1386,163,33,6,6,661,856,793,660,149,32,5,5,80,82,82,82,68,25,5,5,80,80,81,82,64,25,5,29774.0,4.0,1567.0,310.15,96.0,1.6005210010177517,3.215590715408325,6.988513469696045
14时36分04秒.952,6,46,45,46,46,41,22,5,5,20,22,21,20,19,15,5,5,4,5,6,5,5,5,5,5,6,6,5,6,5,5,5,5,976,922,985,804,151,32,7,5,1090,1258,1349,1406,163,33,6,6,945,987,1366,1407,173,33,6,5,1101,1239,1567,1440,168,33,5,6,1089,1387,1558,1388,165,32,6,5,661,857,793,661,149,32,6,5,81,82,82,82,68,24,5,6,80,80,81,82,64,25,5,29787.0,4.0,1567.0,310.28,96.0,1.6004636801896266,3.215590715408325,6.988513469696045
14时36分05秒.052,5,45,45,46,46,42,22,5,5,22,21,21,20,21,17,5,5,5,6,5,5,5,6,6,6,6,5,4,5,5,5,6,5,976,926,985,806,154,32,5,6,1091,1258,1349,1407,164,32,5,5,945,987,1367,1408,174,33,6,5,1101,1240,1568,1440,168,32,4,6,1089,1387,1557,1388,165,32,5,5,661,857,793,661,149,32,5,5,81,82,82,82,68,24,5,5,80,80,81,82,64,24,6,29800.0,4.0,1568.0,310.42,96.0,1.6003436863431146,3.215590715408325,6.988513469696045
14时36分05秒.152,6,46,45,47,46,41,22,5,5,21,20,21,20,20,17,4,4,7,5,5,6,6,5,5,5,6,4,4,5,5,5,5,5,976,924,984,805,153,32,5,5,1091,1258,1349,1407,164,32,5,5,945,987,1367,1408,174,32,6,5,1101,1241,1570,1442,168,32,5,5,1089,1387,1558,1388,164,32,5,5,662,857,793,661,149,32,5,5,80,82,82,82,68,25,5,5,79,80,81,82,64,24,5,29792.0,4.0,1570.0,310.33,96.0,1.601300369039927,3.2159640789031982,6.989124774932861
14时36分05秒.252,6,45,45,46,46,41,21,5,5,21,20,21,20,20,16,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,977,924,984,806,153,32,5,4,1091,1258,1349,1406,164,32,5,4,945,987,1366,1407,174,32,5,5,1101,1240,1570,1443,168,32,6,5,1089,1388,1558,1388,164,32,6,5,661,857,793,661,149,32,6,6,79,82,82,82,68,25,6,5,79,80,81,81,64,24,5,29783.0,4.0,1570.0,310.24,96.0,1.6018531807423249,3.2159640789031982,6.989124774932861
14时36分05秒.351,5,45,45,46,46,41,22,5,5,21,20,20,20,19,16,6,5,5,5,6,6,5,6,5,6,6,5,5,6,5,6,5,6,977,926,985,806,153,32,5,6,1092,1260,1349,1408,164,32,5,6,945,988,1366,1408,173,32,5,5,1104,1241,1570,1445,168,32,5,5,1090,1387,1558,1388,164,32,5,4,663,857,794,661,149,31,5,6,79,80,81,80,68,25,5,6,79,80,81,80,63,24,5,29803.0,4.0,1570.0,310.45,96.0,1.6017221902093164,3.2159640789031982,6.989124774932861
14时36分05秒.452,5,45,46,46,46,41,22,5,5,21,20,22,20,21,16,5,5,4,6,5,6,5,6,5,6,7,6,6,6,4,6,5,5,979,927,985,806,153,32,6,5,1092,1260,1349,1409,164,32,6,6,945,988,1367,1408,175,32,6,4,1105,1242,1572,1445,168,32,6,5,1090,1387,1558,1388,164,32,5,4,664,857,794,661,150,31,5,6,79,80,80,80,67,25,5,6,79,78,80,81,63,24,6,29819.0,4.0,1572.0,310.61,96.0,1.6013465432348164,3.2160534858703613,6.986535549163818
14时36分05秒.551,6,46,47,48,49,42,22,6,5,21,20,20,20,21,16,5,5,6,5,6,5,5,6,5,4,5,5,6,5,5,5,5,6,979,925,983,806,153,31,5,5,1092,1260,1350,1409,164,32,6,5,945,988,1367,1410,175,32,5,6,1105,1242,1571,1446,168,32,5,5,1090,1387,1558,1388,164,32,6,5,663,857,794,661,150,31,6,5,79,81,81,80,67,25,6,5,78,78,80,81,63,23,5,29819.0,4.0,1571.0,310.61,96.0,1.6013393290957099,3.2160534858703613,6.986535549163818
14时36分05秒.651,5,46,47,48,47,42,22,6,5,21,20,20,20,20,16,5,6,5,6,5,5,7,5,5,6,7,7,5,5,5,6,5,5,981,926,983,807,153,31,5,5,1094,1260,1350,1409,164,32,5,6,946,988,1367,1409,175,33,6,7,1106,1241,1571,1445,169,32,6,6,1090,1387,1558,1386,165,32,5,5,664,857,794,661,151,32,5,5,80,82,81,80,68,25,5,5,79,80,80,81,63,23,5,29837.0,5.0,1571.0,310.8,96.0,1.6001752474526534,3.2160534858703613,6.986535549163818
14时36分05秒.751,4,47,47,48,47,42,22,5,6,21,20,20,20,20,16,6,6,6,5,6,6,5,6,5,6,6,5,6,5,6,5,6,6,981,928,983,806,155,31,5,5,1094,1260,1350,1409,165,32,6,6,948,988,1366,1408,176,32,6,5,1106,1241,1572,1445,169,32,5,5,1091,1387,1557,1386,165,32,6,6,664,858,794,661,151,32,5,5,82,83,83,83,68,25,6,6,79,80,80,81,64,23,6,29856.0,4.0,1572.0,311.0,96.0,1.5989961758708846,3.2156684398651123,6.986937522888184
14时36分05秒.852,5,47,47,47,48,42,22,5,5,21,22,20,20,20,16,5,5,5,5,6,5,6,6,5,6,6,5,4,5,6,5,6,7,979,929,984,806,155,31,6,5,1095,1262,1351,1411,166,32,6,5,949,991,1369,1409,178,32,5,5,1108,1243,1572,1445,170,32,5,5,1092,1387,1558,1386,166,32,5,5,666,858,795,662,151,32,6,6,82,84,83,83,69,25,5,5,78,80,80,81,64,26,5,29883.0,4.0,1572.0,311.28,96.0,1.5988899889640615,3.2156684398651123,6.986937522888184
14时36分05秒.952,5,48,47,49,48,43,22,5,6,21,22,20,20,20,16,5,5,5,5,6,5,5,6,6,5,7,5,6,6,5,5,5,5,982,929,984,807,155,31,5,5,1097,1264,1352,1411,166,32,4,4,949,991,1369,1409,177,32,5,5,1109,1243,1573,1445,169,32,5,5,1092,1388,1558,1387,165,32,5,6,666,858,795,662,152,32,5,6,83,84,84,84,69,25,6,5,79,80,81,81,64,25,5,29899.0,4.0,1573.0,311.45,96.0,1.5987386847178897,3.215074062347412,6.986772060394287
14时36分06秒.055,6,47,47,48,48,42,22,5,5,21,21,20,20,20,16,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,6,985,931,986,809,155,32,7,5,1098,1264,1350,1411,166,32,5,5,952,991,1369,1409,177,32,6,6,1112,1243,1573,1445,170,32,6,6,1094,1389,1560,1389,167,32,6,6,667,860,798,664,152,32,4,6,83,84,84,84,69,25,5,5,78,80,80,79,64,24,4,29925.0,4.0,1573.0,311.72,96.0,1.5987237001840353,3.215074062347412,6.986772060394287
14时36分06秒.153,6,47,47,48,48,42,22,5,5,21,21,20,20,20,16,4,4,4,5,5,6,6,6,5,6,7,5,5,6,5,5,5,5,985,934,988,810,153,32,5,5,1098,1264,1351,1412,165,32,5,4,953,991,1369,1409,176,32,6,5,1112,1244,1573,1447,170,32,6,6,1094,1389,1560,1390,166,32,5,6,667,860,798,664,152,32,5,5,83,84,84,84,69,25,5,4,78,79,80,79,64,24,6,29929.0,4.0,1573.0,311.76,96.0,1.599358876527951,3.21482515335083,6.986952304840088
14时36分06秒.252,5,47,47,48,48,42,22,6,4,21,21,20,20,20,16,5,5,5,5,5,6,5,7,6,5,6,5,6,6,6,4,5,5,985,930,987,809,154,33,6,5,1098,1265,1351,1413,165,33,5,6,951,991,1370,1410,177,32,8,6,1114,1246,1574,1448,170,32,5,5,1096,1389,1559,1391,167,33,6,6,668,860,799,664,152,32,5,5,83,84,84,84,69,25,5,5,78,79,80,79,64,25,5,29949.0,4.0,1574.0,311.97,96.0,1.5985366133105823,3.21482515335083,6.986952304840088
14时36分06秒.352,5,46,46,48,47,42,23,5,5,21,21,20,22,20,16,5,5,5,5,5,5,5,5,5,5,5,7,6,5,6,6,5,5,985,930,987,809,154,33,7,6,1099,1265,1351,1413,166,33,5,6,953,991,1370,1410,177,32,5,7,1115,1246,1575,1450,169,33,6,5,1096,1389,1559,1390,166,33,5,5,668,859,799,664,151,32,5,5,82,84,84,82,69,25,5,5,78,80,80,80,64,25,5,29949.0,5.0,1575.0,311.97,96.0,1.5989292570489197,3.21482515335083,6.986952304840088
14时36分06秒.453,5,45,47,46,48,42,22,6,5,21,21,20,21,19,16,6,5,5,5,5,5,5,5,5,5,6,6,6,8,5,5,5,6,988,931,988,810,153,33,5,5,1100,1265,1351,1411,166,33,5,5,953,992,1370,1410,175,32,6,5,1115,1248,1577,1450,169,33,5,5,1096,1390,1559,1390,166,33,5,6,670,861,799,664,152,33,5,6,81,83,83,82,69,25,6,5,77,78,79,79,62,24,5,29949.0,5.0,1577.0,311.97,96.0,1.5998546846462534,3.2145814895629883,6.986560344696045
14时36分06秒.552,5,46,48,48,48,43,22,6,5,21,20,20,21,21,16,5,5,5,5,5,6,5,6,6,5,6,5,4,5,5,5,5,6,988,932,989,810,154,33,6,5,1100,1266,1352,1413,165,33,5,5,953,992,1372,1413,175,32,6,6,1115,1248,1577,1450,169,33,6,5,1096,1389,1561,1390,166,33,6,5,671,863,799,665,152,33,5,6,81,81,82,81,68,25,5,7,77,78,80,79,63,24,5,29968.0,4.0,1577.0,312.17,96.0,1.5997212489737127,3.2145814895629883,6.986560344696045
14时36分06秒.651,6,46,48,48,48,43,22,6,4,24,23,22,21,21,16,5,5,5,6,6,5,6,5,5,5,7,6,5,5,5,5,5,5,986,932,988,810,154,32,5,4,1099,1267,1352,1413,165,33,6,7,953,992,1372,1413,175,33,5,5,1115,1248,1577,1449,169,33,6,5,1096,1390,1561,1390,166,33,4,7,670,863,799,665,152,33,6,6,81,81,82,81,68,25,5,5,77,79,80,80,63,24,5,29974.0,4.0,1577.0,312.23,96.0,1.5990627331176208,3.2145814895629883,6.986560344696045
14时36分06秒.752,5,46,47,49,48,43,23,6,6,21,22,22,21,21,18,5,5,5,5,5,5,6,5,5,4,6,5,6,6,5,4,6,5,986,932,987,810,155,32,6,6,1099,1267,1352,1412,167,33,5,5,953,992,1371,1413,177,33,5,6,1115,1248,1577,1449,169,33,5,5,1096,1390,1561,1390,167,33,6,5,668,861,798,664,152,33,6,7,81,81,83,83,68,25,5,5,78,77,80,79,63,24,5,29970.0,4.0,1577.0,312.19,96.0,1.5988754451098626,3.215949296951294,6.984050750732422
14时36分06秒.854,5,47,47,48,48,43,23,4,5,21,21,22,21,19,16,5,4,5,6,5,6,6,5,5,5,6,6,7,5,5,4,5,5,985,934,989,811,155,32,5,5,1099,1268,1353,1412,166,33,5,6,953,992,1371,1413,177,32,6,5,1115,1248,1577,1449,170,33,5,5,1096,1393,1561,1392,167,33,7,5,669,861,798,664,152,33,4,5,81,84,84,83,68,25,5,5,78,79,80,80,64,24,5,29979.0,4.0,1577.0,312.28,96.0,1.5991691433254733,3.215949296951294,6.984050750732422
14时36分06秒.954,5,47,47,48,48,43,23,5,6,21,21,21,21,19,16,5,5,5,6,6,5,6,6,5,6,6,6,5,5,5,5,5,4,985,935,989,811,155,32,6,5,1099,1268,1353,1412,166,32,6,5,953,993,1371,1414,177,32,6,4,1115,1248,1577,1449,170,34,6,5,1098,1393,1562,1392,167,33,4,5,670,861,798,664,153,33,5,6,81,83,84,83,69,25,5,6,78,79,80,80,64,25,5,29991.0,4.0,1577.0,312.41,96.0,1.5988082079749197,3.2155814170837402,6.986179351806641
14时36分07秒.052,5,46,47,48,48,41,23,6,6,21,21,22,21,21,16,4,6,5,6,5,6,6,5,4,5,8,5,5,4,5,5,5,5,986,935,989,811,155,32,6,5,1100,1268,1353,1412,167,32,6,5,953,993,1372,1414,177,32,4,5,1114,1248,1577,1449,171,33,6,6,1099,1393,1563,1392,168,33,5,6,670,861,798,664,153,33,5,5,82,83,84,82,69,25,5,5,78,78,80,78,64,25,6,29994.0,4.0,1577.0,312.44,96.0,1.5989309042038158,3.2155814170837402,6.986179351806641
14时36分07秒.152,5,46,45,48,48,41,23,6,5,21,21,20,21,21,16,5,4,5,5,6,5,6,6,5,6,5,5,5,5,6,5,4,6,986,936,989,811,155,32,5,5,1100,1268,1352,1412,165,32,6,6,954,994,1372,1414,177,32,6,4,1115,1248,1577,1448,171,33,6,5,1098,1394,1564,1391,166,33,6,6,670,861,800,664,152,33,5,6,79,82,82,81,69,25,5,5,78,78,80,80,64,25,5,29984.0,4.0,1577.0,312.33,96.0,1.5997989231759802,3.2155814170837402,6.986179351806641
14时36分07秒.253,6,46,45,46,47,42,23,5,5,21,21,22,22,21,16,8,6,6,5,5,5,7,5,6,5,6,6,5,5,5,6,5,5,986,936,988,811,154,33,6,6,1100,1268,1352,1411,165,32,5,6,954,996,1373,1414,174,32,5,4,1115,1249,1577,1448,169,33,5,5,1098,1394,1562,1391,165,32,5,6,671,863,800,665,151,32,6,5,79,82,82,81,69,25,6,5,78,78,80,80,64,25,5,29986.0,4.0,1577.0,312.35,96.0,1.5997020519866136,3.2147669792175293,6.985260009765625
14时36分07秒.354,5,45,45,46,46,42,22,5,5,21,21,22,21,21,16,5,5,5,4,5,5,6,5,6,6,5,6,6,6,5,5,5,5,986,936,989,811,153,33,5,5,1101,1268,1351,1412,165,33,6,5,954,995,1372,1416,174,32,5,6,1115,1250,1577,1449,169,33,5,5,1098,1394,1562,1389,165,32,5,6,672,863,801,665,151,32,5,6,80,82,82,81,69,25,6,6,77,79,80,79,62,25,5,29978.0,4.0,1577.0,312.27,96.0,1.6005348299277649,3.2147669792175293,6.985260009765625
14时36分07秒.452,5,44,45,45,46,42,22,5,5,21,21,21,21,20,16,5,5,5,6,5,5,5,6,5,6,6,6,5,6,6,5,6,5,986,936,988,811,153,33,5,5,1101,1269,1351,1412,165,33,5,5,955,995,1372,1413,174,32,5,6,1115,1250,1577,1448,168,33,7,5,1098,1394,1562,1389,165,32,5,6,673,863,801,665,151,32,5,5,80,81,82,81,69,25,5,5,79,78,79,79,63,25,5,29972.0,5.0,1577.0,312.21,96.0,1.6007065267539855,3.2147669792175293,6.985260009765625
14时36分07秒.552,7,45,45,45,46,42,22,6,5,21,21,21,21,22,16,5,4,6,5,5,6,6,5,5,5,5,6,6,6,4,6,5,5,984,933,987,809,153,32,6,5,1100,1269,1351,1411,165,33,5,5,955,995,1372,1414,174,32,5,6,1116,1249,1576,1447,168,33,5,5,1098,1392,1560,1389,165,32,4,5,669,859,795,663,151,32,5,5,80,81,82,81,69,25,5,5,79,80,80,81,63,25,5,29945.0,4.0,1576.0,311.93,96.0,1.6007509026572981,3.2136082649230957,6.9864583015441895
14时36分07秒.653,5,44,45,44,45,41,22,5,5,21,22,21,21,21,16,6,5,5,4,6,5,6,5,6,5,5,6,5,6,5,4,6,5,984,934,985,809,153,32,5,6,1097,1269,1348,1412,164,33,5,6,955,995,1372,1414,174,32,6,6,1115,1251,1575,1447,168,33,6,6,1099,1393,1562,1390,165,32,5,5,671,861,797,663,150,32,5,6,79,82,81,81,69,25,6,6,79,79,79,79,63,25,5,29944.0,4.0,1575.0,311.92,96.0,1.6010678848992186,3.2136082649230957,6.9864583015441895
14时36分07秒.752,5,43,43,44,45,40,22,5,5,21,21,20,21,21,16,5,6,5,6,5,5,5,5,5,7,6,5,5,5,5,5,5,6,983,933,985,809,153,32,6,5,1097,1269,1349,1416,164,33,5,6,955,996,1372,1413,174,32,6,6,1115,1248,1574,1447,168,33,6,5,1099,1393,1562,1390,165,32,4,5,670,861,798,664,150,32,6,5,78,80,81,81,69,25,5,8,77,79,79,80,63,25,5,29934.0,4.0,1574.0,311.81,96.0,1.601785203543374,3.2136082649230957,6.9864583015441895
14时36分07秒.852,5,43,44,44,43,40,22,5,5,21,21,22,21,21,16,5,6,5,5,5,5,5,5,5,6,5,5,5,6,5,6,5,6,985,934,985,809,153,32,5,7,1098,1267,1348,1416,164,33,5,6,955,996,1372,1413,174,32,6,5,1115,1247,1573,1447,168,33,5,6,1099,1393,1562,1391,165,32,5,6,671,861,798,664,150,32,5,5,80,81,81,81,68,25,6,5,79,77,79,80,62,25,5,29935.0,5.0,1573.0,311.82,96.0,1.6016736839459014,3.212911367416382,6.989160060882568
14时36分07秒.952,6,43,41,42,44,39,21,5,7,22,21,22,21,21,16,6,5,5,5,5,5,6,6,5,5,7,7,6,6,5,5,5,5,985,931,984,809,153,32,6,6,1098,1269,1349,1416,164,33,5,5,955,996,1371,1413,175,33,5,5,1114,1247,1573,1447,168,33,5,5,1099,1394,1562,1391,165,33,5,6,671,861,798,664,150,32,5,6,80,81,81,80,67,25,6,6,77,78,79,79,62,24,5,29932.0,5.0,1573.0,311.79,96.0,1.601812803981031,3.212911367416382,6.989160060882568
14时36分08秒.053,5,42,42,43,44,40,22,5,5,21,21,22,21,21,16,6,5,6,5,8,5,5,8,6,6,6,5,6,5,6,5,5,5,985,931,983,809,153,32,6,5,1099,1269,1352,1418,164,33,6,6,956,996,1372,1413,174,33,5,6,1115,1248,1573,1446,167,33,6,5,1100,1394,1562,1391,165,32,5,6,671,862,799,665,150,32,6,6,80,81,81,80,68,25,5,6,77,78,79,79,61,24,5,29947.0,5.0,1573.0,311.95,96.0,1.6015938299491062,3.212911367416382,6.989160060882568
14时36分08秒.151,5,42,43,44,45,40,22,5,5,21,21,22,21,21,16,5,5,5,5,5,6,5,6,5,5,6,6,5,5,5,5,5,5,985,932,986,809,153,32,6,6,1101,1270,1352,1418,163,33,5,5,956,996,1371,1413,174,33,5,6,1115,1248,1573,1445,167,33,5,6,1100,1394,1562,1391,165,33,6,5,670,861,799,665,150,32,6,5,79,81,81,81,68,25,5,5,77,78,79,79,61,24,6,29942.0,5.0,1573.0,311.9,96.0,1.602162004995054,3.213512897491455,6.988310813903809
14时36分08秒.251,6,43,43,44,45,40,21,5,5,21,21,22,21,21,16,5,5,5,5,5,6,5,5,5,6,5,5,5,6,6,5,5,6,987,934,989,811,153,32,6,6,1102,1271,1350,1416,163,33,5,5,959,996,1370,1413,174,33,5,5,1115,1249,1573,1446,167,33,5,5,1101,1394,1562,1390,165,32,5,6,670,861,799,665,149,32,5,5,79,81,81,81,68,25,6,6,76,77,78,78,63,24,7,29951.0,5.0,1573.0,311.99,96.0,1.6020826788983227,3.213512897491455,6.988310813903809
14时36分08秒.352,5,43,43,46,45,40,21,5,5,21,21,22,21,21,18,6,5,5,6,5,5,5,6,5,5,5,7,5,5,6,5,5,5,984,933,987,811,153,32,5,5,1102,1273,1351,1420,164,33,5,6,959,996,1371,1413,174,32,6,6,1115,1248,1574,1446,167,32,8,5,1101,1394,1562,1390,165,32,6,6,671,861,799,665,150,32,5,6,79,81,81,81,68,25,6,6,76,77,78,78,61,24,5,29960.0,5.0,1574.0,312.08,96.0,1.6018371995171163,3.213451385498047,6.986415386199951
14时36分08秒.452,5,43,44,45,45,40,21,5,5,20,22,22,22,22,17,6,5,5,5,5,5,4,5,6,5,5,5,5,5,5,5,5,5,987,933,988,811,153,32,5,5,1101,1272,1354,1421,164,33,5,5,959,996,1371,1414,174,32,6,8,1115,1247,1574,1447,167,32,5,6,1101,1394,1563,1392,165,32,5,5,671,862,799,665,150,32,5,5,79,81,81,81,69,25,6,5,76,77,78,78,61,24,5,29963.0,4.0,1574.0,312.11,96.0,1.6025423601575233,3.213451385498047,6.986415386199951
14时36分08秒.551,5,43,44,45,45,40,21,6,5,24,22,22,21,19,17,6,6,6,5,6,6,6,5,5,5,6,7,6,6,5,5,6,6,987,935,988,812,153,32,5,6,1102,1272,1354,1421,164,32,5,6,959,995,1371,1413,174,33,5,5,1116,1248,1573,1446,167,32,5,5,1101,1394,1563,1391,165,32,3,5,671,861,798,664,150,32,6,5,80,82,81,81,69,25,6,5,76,77,78,78,61,24,5,29972.0,3.0,1573.0,312.21,96.0,1.601687891504944,3.213451385498047,6.986415386199951
14时36分08秒.652,5,43,44,45,45,40,21,5,5,22,20,21,21,19,17,6,5,5,5,5,6,5,6,5,6,5,6,5,5,6,6,5,6,985,934,988,812,153,32,6,5,1101,1272,1355,1422,164,32,5,8,959,996,1371,1413,175,33,5,5,1115,1248,1574,1446,169,33,6,5,1099,1394,1563,1391,165,33,6,5,671,863,797,664,150,32,6,5,80,82,82,81,69,25,5,6,75,77,78,78,61,24,5,29970.0,5.0,1574.0,312.19,96.0,1.6017976731834287,3.2136802673339844,6.986386299133301
14时36分08秒.752,5,43,45,45,45,40,21,4,5,22,22,21,21,22,17,5,5,5,5,6,6,6,5,6,6,6,6,5,6,6,5,5,6,985,935,987,811,153,32,6,5,1103,1273,1356,1424,164,32,6,5,959,995,1371,1413,175,33,6,6,1114,1248,1574,1446,169,33,5,5,1099,1394,1563,1389,165,33,6,5,671,863,798,665,150,32,8,5,80,82,82,81,69,25,6,5,76,77,77,77,61,24,5,29980.0,4.0,1574.0,312.29,96.0,1.6012863036892588,3.2136802673339844,6.986386299133301
14时36分08秒.853,5,44,46,46,46,42,24,5,5,22,21,21,21,20,17,5,6,5,5,5,5,6,5,4,6,6,6,5,6,5,6,6,4,985,935,989,811,154,32,5,5,1103,1273,1356,1424,164,32,6,5,959,995,1371,1413,175,32,6,6,1116,1248,1576,1446,169,33,7,5,1100,1395,1563,1391,165,33,5,5,671,863,798,665,151,32,6,5,80,81,83,82,68,25,5,5,76,77,77,77,61,23,5,29990.0,4.0,1576.0,312.4,96.0,1.6014190600662992,3.2140378952026367,6.983694553375244
14时36分08秒.951,5,44,46,46,46,41,22,5,6,22,21,21,21,20,17,6,6,6,5,5,5,6,5,5,5,6,6,6,5,6,5,5,6,985,935,988,811,154,32,5,6,1103,1272,1357,1424,164,32,5,5,959,995,1370,1413,175,32,6,5,1115,1248,1576,1447,169,33,7,5,1100,1395,1562,1391,165,33,6,5,671,862,797,665,151,32,5,6,78,81,80,80,68,24,5,5,75,77,76,77,60,23,5,29975.0,5.0,1576.0,312.24,96.0,1.6021303606536015,3.2140378952026367,6.983694553375244
14时36分09秒.052,6,45,46,46,46,41,22,5,6,22,21,21,22,22,16,5,4,5,5,5,5,5,6,5,5,7,6,5,5,6,5,6,5,985,935,990,811,154,32,5,4,1103,1272,1356,1424,164,32,5,5,959,994,1371,1413,175,32,4,6,1115,1247,1576,1447,169,33,6,5,1100,1394,1563,1393,165,33,5,5,671,862,797,665,151,32,6,5,79,81,81,81,68,24,6,5,75,75,76,77,60,23,6,29975.0,4.0,1576.0,312.24,96.0,1.6023204800597106,3.2140378952026367,6.983694553375244
14时36分09秒.153,5,45,44,46,43,41,22,6,4,22,21,21,22,22,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,985,935,990,811,153,32,5,5,1103,1271,1356,1425,164,32,5,5,958,994,1370,1413,175,32,5,5,1115,1247,1576,1447,169,32,5,6,1098,1394,1562,1392,165,33,5,4,670,862,797,663,149,31,5,5,79,81,81,81,68,25,4,5,76,76,77,75,60,23,4,29946.0,4.0,1576.0,311.94,96.0,1.6038065082456332,3.2128164768218994,6.983370304107666
14时36分09秒.253,6,43,44,45,43,40,22,6,5,21,21,21,22,21,16,5,4,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,985,936,990,812,153,32,6,5,1103,1271,1356,1424,164,32,5,5,958,994,1371,1413,175,32,5,5,1116,1248,1576,1447,169,32,6,5,1100,1394,1563,1393,165,33,5,5,670,861,796,663,149,31,6,5,79,79,81,81,68,25,5,6,75,76,77,76,60,23,4,29947.0,4.0,1576.0,311.95,96.0,1.6042120726102804,3.2128164768218994,6.983370304107666
14时36分09秒.354,6,44,44,45,44,40,22,5,5,21,21,21,21,21,16,5,6,5,4,5,5,6,5,5,5,5,5,4,5,5,5,5,6,985,936,990,812,153,32,6,6,1104,1271,1356,1425,164,32,5,5,959,995,1371,1413,175,33,4,5,1116,1246,1576,1447,169,33,6,5,1100,1394,1563,1393,165,33,5,5,670,861,796,664,149,32,6,5,80,80,81,81,68,25,5,5,75,76,77,76,60,23,5,29960.0,4.0,1576.0,312.08,96.0,1.6034449705414813,3.2128164768218994,6.983370304107666
